
# Curve 0 of 1, 10000 points
# Curve title: "Inputfile using 3:6"
# x y type
 5.58743 -2.62973  i
 5.58762 -2.62966  i
 5.58781 -2.62959  i
 5.588 -2.62952  i
 5.58819 -2.62945  i
 5.58838 -2.62938  i
 5.58857 -2.62931  i
 5.58876 -2.62924  i
 5.58895 -2.62917  i
 5.58914 -2.6291  i
 5.58933 -2.62903  i
 5.58952 -2.62896  i
 5.58971 -2.62889  i
 5.5899 -2.62882  i
 5.59009 -2.62875  i
 5.59028 -2.62868  i
 5.59047 -2.62861  i
 5.59066 -2.62854  i
 5.59085 -2.62847  i
 5.59104 -2.6284  i
 5.59123 -2.62833  i
 5.59142 -2.62826  i
 5.59161 -2.62819  i
 5.5918 -2.62812  i
 5.59199 -2.62805  i
 5.59218 -2.62798  i
 5.59237 -2.62791  i
 5.59256 -2.62784  i
 5.59275 -2.62777  i
 5.59294 -2.6277  i
 5.59313 -2.62763  i
 5.59332 -2.62756  i
 5.59351 -2.62749  i
 5.5937 -2.62742  i
 5.59389 -2.62735  i
 5.59408 -2.62728  i
 5.59427 -2.62721  i
 5.59446 -2.62714  i
 5.59465 -2.62707  i
 5.59484 -2.627  i
 5.59503 -2.62693  i
 5.59522 -2.62686  i
 5.59541 -2.62679  i
 5.5956 -2.62672  i
 5.59579 -2.62665  i
 5.59598 -2.62658  i
 5.59617 -2.62651  i
 5.59636 -2.62644  i
 5.59655 -2.62637  i
 5.59674 -2.6263  i
 5.59693 -2.62623  i
 5.59712 -2.62616  i
 5.59731 -2.62609  i
 5.5975 -2.62602  i
 5.59769 -2.62595  i
 5.59788 -2.62588  i
 5.59807 -2.62581  i
 5.59826 -2.62574  i
 5.59845 -2.62567  i
 5.59864 -2.6256  i
 5.59883 -2.62553  i
 5.59902 -2.62546  i
 5.59921 -2.62538  i
 5.5994 -2.62531  i
 5.59959 -2.62524  i
 5.59978 -2.62517  i
 5.59997 -2.6251  i
 5.60017 -2.62503  i
 5.60036 -2.62496  i
 5.60055 -2.62489  i
 5.60074 -2.62482  i
 5.60093 -2.62475  i
 5.60112 -2.62468  i
 5.60131 -2.62461  i
 5.6015 -2.62454  i
 5.60169 -2.62447  i
 5.60188 -2.6244  i
 5.60207 -2.62432  i
 5.60226 -2.62425  i
 5.60245 -2.62418  i
 5.60264 -2.62411  i
 5.60283 -2.62404  i
 5.60302 -2.62397  i
 5.60321 -2.6239  i
 5.6034 -2.62383  i
 5.60359 -2.62376  i
 5.60378 -2.62369  i
 5.60397 -2.62362  i
 5.60416 -2.62354  i
 5.60435 -2.62347  i
 5.60454 -2.6234  i
 5.60473 -2.62333  i
 5.60492 -2.62326  i
 5.60511 -2.62319  i
 5.6053 -2.62312  i
 5.60549 -2.62305  i
 5.60568 -2.62298  i
 5.60587 -2.6229  i
 5.60606 -2.62283  i
 5.60625 -2.62276  i
 5.60644 -2.62269  i
 5.60663 -2.62262  i
 5.60682 -2.62255  i
 5.60701 -2.62248  i
 5.6072 -2.62241  i
 5.60739 -2.62233  i
 5.60758 -2.62226  i
 5.60777 -2.62219  i
 5.60796 -2.62212  i
 5.60815 -2.62205  i
 5.60834 -2.62198  i
 5.60853 -2.62191  i
 5.60872 -2.62183  i
 5.60891 -2.62176  i
 5.6091 -2.62169  i
 5.60929 -2.62162  i
 5.60948 -2.62155  i
 5.60967 -2.62148  i
 5.60986 -2.6214  i
 5.61005 -2.62133  i
 5.61024 -2.62126  i
 5.61043 -2.62119  i
 5.61062 -2.62112  i
 5.61081 -2.62105  i
 5.611 -2.62097  i
 5.61119 -2.6209  i
 5.61138 -2.62083  i
 5.61157 -2.62076  i
 5.61176 -2.62069  i
 5.61195 -2.62062  i
 5.61214 -2.62054  i
 5.61233 -2.62047  i
 5.61252 -2.6204  i
 5.61271 -2.62033  i
 5.6129 -2.62026  i
 5.61309 -2.62018  i
 5.61328 -2.62011  i
 5.61347 -2.62004  i
 5.61366 -2.61997  i
 5.61385 -2.6199  i
 5.61404 -2.61982  i
 5.61423 -2.61975  i
 5.61442 -2.61968  i
 5.61461 -2.61961  i
 5.6148 -2.61954  i
 5.61499 -2.61946  i
 5.61518 -2.61939  i
 5.61537 -2.61932  i
 5.61556 -2.61925  i
 5.61575 -2.61917  i
 5.61594 -2.6191  i
 5.61613 -2.61903  i
 5.61632 -2.61896  i
 5.61651 -2.61888  i
 5.6167 -2.61881  i
 5.61689 -2.61874  i
 5.61708 -2.61867  i
 5.61727 -2.61859  i
 5.61746 -2.61852  i
 5.61765 -2.61845  i
 5.61784 -2.61838  i
 5.61803 -2.6183  i
 5.61822 -2.61823  i
 5.61841 -2.61816  i
 5.6186 -2.61809  i
 5.61879 -2.61801  i
 5.61898 -2.61794  i
 5.61917 -2.61787  i
 5.61936 -2.6178  i
 5.61955 -2.61772  i
 5.61974 -2.61765  i
 5.61993 -2.61758  i
 5.62012 -2.6175  i
 5.62031 -2.61743  i
 5.6205 -2.61736  i
 5.62069 -2.61729  i
 5.62088 -2.61721  i
 5.62107 -2.61714  i
 5.62126 -2.61707  i
 5.62145 -2.61699  i
 5.62164 -2.61692  i
 5.62183 -2.61685  i
 5.62202 -2.61677  i
 5.62221 -2.6167  i
 5.6224 -2.61663  i
 5.62259 -2.61656  i
 5.62278 -2.61648  i
 5.62297 -2.61641  i
 5.62316 -2.61634  i
 5.62335 -2.61626  i
 5.62354 -2.61619  i
 5.62373 -2.61612  i
 5.62392 -2.61604  i
 5.62411 -2.61597  i
 5.6243 -2.6159  i
 5.62449 -2.61582  i
 5.62468 -2.61575  i
 5.62487 -2.61568  i
 5.62506 -2.6156  i
 5.62525 -2.61553  i
 5.62544 -2.61545  i
 5.62563 -2.61538  i
 5.62582 -2.61531  i
 5.62601 -2.61523  i
 5.6262 -2.61516  i
 5.62639 -2.61509  i
 5.62658 -2.61501  i
 5.62677 -2.61494  i
 5.62696 -2.61487  i
 5.62715 -2.61479  i
 5.62734 -2.61472  i
 5.62753 -2.61464  i
 5.62772 -2.61457  i
 5.62791 -2.6145  i
 5.6281 -2.61442  i
 5.62829 -2.61435  i
 5.62848 -2.61427  i
 5.62867 -2.6142  i
 5.62886 -2.61413  i
 5.62905 -2.61405  i
 5.62924 -2.61398  i
 5.62943 -2.6139  i
 5.62962 -2.61383  i
 5.62981 -2.61376  i
 5.63 -2.61368  i
 5.63019 -2.61361  i
 5.63038 -2.61353  i
 5.63057 -2.61346  i
 5.63076 -2.61338  i
 5.63095 -2.61331  i
 5.63114 -2.61324  i
 5.63133 -2.61316  i
 5.63152 -2.61309  i
 5.63171 -2.61301  i
 5.6319 -2.61294  i
 5.63209 -2.61286  i
 5.63228 -2.61279  i
 5.63247 -2.61271  i
 5.63266 -2.61264  i
 5.63285 -2.61256  i
 5.63304 -2.61249  i
 5.63323 -2.61242  i
 5.63342 -2.61234  i
 5.63361 -2.61227  i
 5.6338 -2.61219  i
 5.63399 -2.61212  i
 5.63418 -2.61204  i
 5.63437 -2.61197  i
 5.63456 -2.61189  i
 5.63475 -2.61182  i
 5.63494 -2.61174  i
 5.63513 -2.61167  i
 5.63532 -2.61159  i
 5.63551 -2.61152  i
 5.6357 -2.61144  i
 5.63589 -2.61137  i
 5.63608 -2.61129  i
 5.63627 -2.61122  i
 5.63646 -2.61114  i
 5.63665 -2.61107  i
 5.63684 -2.61099  i
 5.63703 -2.61092  i
 5.63722 -2.61084  i
 5.63741 -2.61076  i
 5.6376 -2.61069  i
 5.63779 -2.61061  i
 5.63798 -2.61054  i
 5.63817 -2.61046  i
 5.63836 -2.61039  i
 5.63855 -2.61031  i
 5.63874 -2.61024  i
 5.63893 -2.61016  i
 5.63912 -2.61008  i
 5.63931 -2.61001  i
 5.6395 -2.60993  i
 5.63969 -2.60986  i
 5.63988 -2.60978  i
 5.64007 -2.60971  i
 5.64026 -2.60963  i
 5.64045 -2.60955  i
 5.64064 -2.60948  i
 5.64083 -2.6094  i
 5.64102 -2.60933  i
 5.64121 -2.60925  i
 5.6414 -2.60917  i
 5.64159 -2.6091  i
 5.64178 -2.60902  i
 5.64197 -2.60895  i
 5.64216 -2.60887  i
 5.64235 -2.60879  i
 5.64254 -2.60872  i
 5.64273 -2.60864  i
 5.64292 -2.60857  i
 5.64311 -2.60849  i
 5.6433 -2.60841  i
 5.64349 -2.60834  i
 5.64368 -2.60826  i
 5.64387 -2.60818  i
 5.64406 -2.60811  i
 5.64425 -2.60803  i
 5.64444 -2.60795  i
 5.64463 -2.60788  i
 5.64482 -2.6078  i
 5.64501 -2.60772  i
 5.6452 -2.60765  i
 5.64539 -2.60757  i
 5.64558 -2.60749  i
 5.64577 -2.60742  i
 5.64596 -2.60734  i
 5.64615 -2.60726  i
 5.64634 -2.60719  i
 5.64653 -2.60711  i
 5.64672 -2.60703  i
 5.64691 -2.60696  i
 5.6471 -2.60688  i
 5.64729 -2.6068  i
 5.64748 -2.60673  i
 5.64767 -2.60665  i
 5.64786 -2.60657  i
 5.64805 -2.60649  i
 5.64824 -2.60642  i
 5.64843 -2.60634  i
 5.64862 -2.60626  i
 5.64881 -2.60618  i
 5.649 -2.60611  i
 5.64919 -2.60603  i
 5.64938 -2.60595  i
 5.64957 -2.60588  i
 5.64976 -2.6058  i
 5.64995 -2.60572  i
 5.65014 -2.60564  i
 5.65033 -2.60557  i
 5.65052 -2.60549  i
 5.65071 -2.60541  i
 5.6509 -2.60533  i
 5.65109 -2.60525  i
 5.65128 -2.60518  i
 5.65147 -2.6051  i
 5.65166 -2.60502  i
 5.65185 -2.60494  i
 5.65204 -2.60487  i
 5.65223 -2.60479  i
 5.65242 -2.60471  i
 5.65261 -2.60463  i
 5.6528 -2.60455  i
 5.65299 -2.60448  i
 5.65318 -2.6044  i
 5.65337 -2.60432  i
 5.65356 -2.60424  i
 5.65375 -2.60416  i
 5.65394 -2.60408  i
 5.65413 -2.60401  i
 5.65432 -2.60393  i
 5.65451 -2.60385  i
 5.6547 -2.60377  i
 5.65489 -2.60369  i
 5.65508 -2.60361  i
 5.65527 -2.60354  i
 5.65546 -2.60346  i
 5.65565 -2.60338  i
 5.65584 -2.6033  i
 5.65603 -2.60322  i
 5.65622 -2.60314  i
 5.65641 -2.60306  i
 5.6566 -2.60298  i
 5.65679 -2.60291  i
 5.65698 -2.60283  i
 5.65717 -2.60275  i
 5.65736 -2.60267  i
 5.65755 -2.60259  i
 5.65774 -2.60251  i
 5.65793 -2.60243  i
 5.65812 -2.60235  i
 5.65831 -2.60227  i
 5.6585 -2.60219  i
 5.65869 -2.60212  i
 5.65888 -2.60204  i
 5.65907 -2.60196  i
 5.65926 -2.60188  i
 5.65945 -2.6018  i
 5.65964 -2.60172  i
 5.65983 -2.60164  i
 5.66002 -2.60156  i
 5.66021 -2.60148  i
 5.6604 -2.6014  i
 5.66059 -2.60132  i
 5.66078 -2.60124  i
 5.66097 -2.60116  i
 5.66116 -2.60108  i
 5.66135 -2.601  i
 5.66154 -2.60092  i
 5.66173 -2.60084  i
 5.66192 -2.60076  i
 5.66211 -2.60068  i
 5.6623 -2.6006  i
 5.66249 -2.60052  i
 5.66268 -2.60044  i
 5.66287 -2.60036  i
 5.66306 -2.60028  i
 5.66325 -2.6002  i
 5.66344 -2.60012  i
 5.66363 -2.60004  i
 5.66382 -2.59996  i
 5.66401 -2.59988  i
 5.6642 -2.5998  i
 5.66439 -2.59972  i
 5.66458 -2.59964  i
 5.66477 -2.59956  i
 5.66496 -2.59948  i
 5.66515 -2.5994  i
 5.66534 -2.59932  i
 5.66553 -2.59924  i
 5.66572 -2.59916  i
 5.66591 -2.59907  i
 5.6661 -2.59899  i
 5.66629 -2.59891  i
 5.66648 -2.59883  i
 5.66667 -2.59875  i
 5.66686 -2.59867  i
 5.66705 -2.59859  i
 5.66724 -2.59851  i
 5.66743 -2.59843  i
 5.66762 -2.59835  i
 5.66781 -2.59826  i
 5.668 -2.59818  i
 5.66819 -2.5981  i
 5.66838 -2.59802  i
 5.66857 -2.59794  i
 5.66876 -2.59786  i
 5.66895 -2.59778  i
 5.66914 -2.5977  i
 5.66933 -2.59761  i
 5.66952 -2.59753  i
 5.66971 -2.59745  i
 5.6699 -2.59737  i
 5.67009 -2.59729  i
 5.67028 -2.59721  i
 5.67047 -2.59712  i
 5.67066 -2.59704  i
 5.67085 -2.59696  i
 5.67104 -2.59688  i
 5.67123 -2.5968  i
 5.67142 -2.59671  i
 5.67161 -2.59663  i
 5.6718 -2.59655  i
 5.67199 -2.59647  i
 5.67218 -2.59639  i
 5.67237 -2.5963  i
 5.67256 -2.59622  i
 5.67275 -2.59614  i
 5.67294 -2.59606  i
 5.67313 -2.59597  i
 5.67332 -2.59589  i
 5.67351 -2.59581  i
 5.6737 -2.59573  i
 5.67389 -2.59564  i
 5.67408 -2.59556  i
 5.67427 -2.59548  i
 5.67446 -2.59539  i
 5.67465 -2.59531  i
 5.67484 -2.59523  i
 5.67503 -2.59515  i
 5.67522 -2.59506  i
 5.67541 -2.59498  i
 5.6756 -2.5949  i
 5.67579 -2.59481  i
 5.67598 -2.59473  i
 5.67617 -2.59465  i
 5.67636 -2.59456  i
 5.67655 -2.59448  i
 5.67674 -2.5944  i
 5.67693 -2.59431  i
 5.67712 -2.59423  i
 5.67731 -2.59415  i
 5.6775 -2.59406  i
 5.67769 -2.59398  i
 5.67788 -2.5939  i
 5.67807 -2.59381  i
 5.67826 -2.59373  i
 5.67845 -2.59365  i
 5.67864 -2.59356  i
 5.67883 -2.59348  i
 5.67902 -2.59339  i
 5.67921 -2.59331  i
 5.6794 -2.59323  i
 5.67959 -2.59314  i
 5.67978 -2.59306  i
 5.67997 -2.59297  i
 5.68016 -2.59289  i
 5.68035 -2.59281  i
 5.68054 -2.59272  i
 5.68073 -2.59264  i
 5.68092 -2.59255  i
 5.68111 -2.59247  i
 5.6813 -2.59238  i
 5.68149 -2.5923  i
 5.68168 -2.59221  i
 5.68187 -2.59213  i
 5.68206 -2.59205  i
 5.68225 -2.59196  i
 5.68244 -2.59188  i
 5.68263 -2.59179  i
 5.68282 -2.59171  i
 5.68301 -2.59162  i
 5.6832 -2.59154  i
 5.68339 -2.59145  i
 5.68358 -2.59137  i
 5.68377 -2.59128  i
 5.68396 -2.5912  i
 5.68415 -2.59111  i
 5.68434 -2.59102  i
 5.68453 -2.59094  i
 5.68472 -2.59085  i
 5.68491 -2.59077  i
 5.6851 -2.59068  i
 5.68529 -2.5906  i
 5.68548 -2.59051  i
 5.68567 -2.59043  i
 5.68586 -2.59034  i
 5.68605 -2.59025  i
 5.68624 -2.59017  i
 5.68643 -2.59008  i
 5.68662 -2.59  i
 5.68681 -2.58991  i
 5.687 -2.58983  i
 5.68719 -2.58974  i
 5.68738 -2.58965  i
 5.68757 -2.58957  i
 5.68776 -2.58948  i
 5.68795 -2.58939  i
 5.68814 -2.58931  i
 5.68833 -2.58922  i
 5.68852 -2.58914  i
 5.68871 -2.58905  i
 5.6889 -2.58896  i
 5.68909 -2.58888  i
 5.68928 -2.58879  i
 5.68947 -2.5887  i
 5.68966 -2.58862  i
 5.68985 -2.58853  i
 5.69004 -2.58844  i
 5.69023 -2.58835  i
 5.69042 -2.58827  i
 5.69061 -2.58818  i
 5.6908 -2.58809  i
 5.69099 -2.58801  i
 5.69118 -2.58792  i
 5.69137 -2.58783  i
 5.69156 -2.58774  i
 5.69175 -2.58766  i
 5.69194 -2.58757  i
 5.69213 -2.58748  i
 5.69232 -2.5874  i
 5.69251 -2.58731  i
 5.6927 -2.58722  i
 5.69289 -2.58713  i
 5.69308 -2.58704  i
 5.69327 -2.58696  i
 5.69346 -2.58687  i
 5.69365 -2.58678  i
 5.69384 -2.58669  i
 5.69403 -2.5866  i
 5.69422 -2.58652  i
 5.69441 -2.58643  i
 5.6946 -2.58634  i
 5.69479 -2.58625  i
 5.69498 -2.58616  i
 5.69517 -2.58608  i
 5.69536 -2.58599  i
 5.69555 -2.5859  i
 5.69574 -2.58581  i
 5.69593 -2.58572  i
 5.69612 -2.58563  i
 5.69631 -2.58554  i
 5.6965 -2.58546  i
 5.69669 -2.58537  i
 5.69688 -2.58528  i
 5.69707 -2.58519  i
 5.69726 -2.5851  i
 5.69745 -2.58501  i
 5.69764 -2.58492  i
 5.69783 -2.58483  i
 5.69802 -2.58474  i
 5.69821 -2.58465  i
 5.6984 -2.58456  i
 5.69859 -2.58448  i
 5.69878 -2.58439  i
 5.69897 -2.5843  i
 5.69916 -2.58421  i
 5.69935 -2.58412  i
 5.69954 -2.58403  i
 5.69973 -2.58394  i
 5.69992 -2.58385  i
 5.70012 -2.58376  i
 5.70031 -2.58367  i
 5.7005 -2.58358  i
 5.70069 -2.58349  i
 5.70088 -2.5834  i
 5.70107 -2.58331  i
 5.70126 -2.58322  i
 5.70145 -2.58313  i
 5.70164 -2.58304  i
 5.70183 -2.58295  i
 5.70202 -2.58286  i
 5.70221 -2.58277  i
 5.7024 -2.58268  i
 5.70259 -2.58259  i
 5.70278 -2.58249  i
 5.70297 -2.5824  i
 5.70316 -2.58231  i
 5.70335 -2.58222  i
 5.70354 -2.58213  i
 5.70373 -2.58204  i
 5.70392 -2.58195  i
 5.70411 -2.58186  i
 5.7043 -2.58177  i
 5.70449 -2.58168  i
 5.70468 -2.58158  i
 5.70487 -2.58149  i
 5.70506 -2.5814  i
 5.70525 -2.58131  i
 5.70544 -2.58122  i
 5.70563 -2.58113  i
 5.70582 -2.58104  i
 5.70601 -2.58094  i
 5.7062 -2.58085  i
 5.70639 -2.58076  i
 5.70658 -2.58067  i
 5.70677 -2.58058  i
 5.70696 -2.58048  i
 5.70715 -2.58039  i
 5.70734 -2.5803  i
 5.70753 -2.58021  i
 5.70772 -2.58012  i
 5.70791 -2.58002  i
 5.7081 -2.57993  i
 5.70829 -2.57984  i
 5.70848 -2.57975  i
 5.70867 -2.57965  i
 5.70886 -2.57956  i
 5.70905 -2.57947  i
 5.70924 -2.57938  i
 5.70943 -2.57928  i
 5.70962 -2.57919  i
 5.70981 -2.5791  i
 5.71 -2.579  i
 5.71019 -2.57891  i
 5.71038 -2.57882  i
 5.71057 -2.57872  i
 5.71076 -2.57863  i
 5.71095 -2.57854  i
 5.71114 -2.57844  i
 5.71133 -2.57835  i
 5.71152 -2.57826  i
 5.71171 -2.57816  i
 5.7119 -2.57807  i
 5.71209 -2.57798  i
 5.71228 -2.57788  i
 5.71247 -2.57779  i
 5.71266 -2.5777  i
 5.71285 -2.5776  i
 5.71304 -2.57751  i
 5.71323 -2.57741  i
 5.71342 -2.57732  i
 5.71361 -2.57723  i
 5.7138 -2.57713  i
 5.71399 -2.57704  i
 5.71418 -2.57694  i
 5.71437 -2.57685  i
 5.71456 -2.57675  i
 5.71475 -2.57666  i
 5.71494 -2.57656  i
 5.71513 -2.57647  i
 5.71532 -2.57637  i
 5.71551 -2.57628  i
 5.7157 -2.57618  i
 5.71589 -2.57609  i
 5.71608 -2.57599  i
 5.71627 -2.5759  i
 5.71646 -2.5758  i
 5.71665 -2.57571  i
 5.71684 -2.57561  i
 5.71703 -2.57552  i
 5.71722 -2.57542  i
 5.71741 -2.57533  i
 5.7176 -2.57523  i
 5.71779 -2.57514  i
 5.71798 -2.57504  i
 5.71817 -2.57494  i
 5.71836 -2.57485  i
 5.71855 -2.57475  i
 5.71874 -2.57466  i
 5.71893 -2.57456  i
 5.71912 -2.57446  i
 5.71931 -2.57437  i
 5.7195 -2.57427  i
 5.71969 -2.57418  i
 5.71988 -2.57408  i
 5.72007 -2.57398  i
 5.72026 -2.57389  i
 5.72045 -2.57379  i
 5.72064 -2.57369  i
 5.72083 -2.5736  i
 5.72102 -2.5735  i
 5.72121 -2.5734  i
 5.7214 -2.57331  i
 5.72159 -2.57321  i
 5.72178 -2.57311  i
 5.72197 -2.57301  i
 5.72216 -2.57292  i
 5.72235 -2.57282  i
 5.72254 -2.57272  i
 5.72273 -2.57263  i
 5.72292 -2.57253  i
 5.72311 -2.57243  i
 5.7233 -2.57233  i
 5.72349 -2.57223  i
 5.72368 -2.57214  i
 5.72387 -2.57204  i
 5.72406 -2.57194  i
 5.72425 -2.57184  i
 5.72444 -2.57175  i
 5.72463 -2.57165  i
 5.72482 -2.57155  i
 5.72501 -2.57145  i
 5.7252 -2.57135  i
 5.72539 -2.57125  i
 5.72558 -2.57116  i
 5.72577 -2.57106  i
 5.72596 -2.57096  i
 5.72615 -2.57086  i
 5.72634 -2.57076  i
 5.72653 -2.57066  i
 5.72672 -2.57056  i
 5.72691 -2.57046  i
 5.7271 -2.57037  i
 5.72729 -2.57027  i
 5.72748 -2.57017  i
 5.72767 -2.57007  i
 5.72786 -2.56997  i
 5.72805 -2.56987  i
 5.72824 -2.56977  i
 5.72843 -2.56967  i
 5.72862 -2.56957  i
 5.72881 -2.56947  i
 5.729 -2.56937  i
 5.72919 -2.56927  i
 5.72938 -2.56917  i
 5.72957 -2.56907  i
 5.72976 -2.56897  i
 5.72995 -2.56887  i
 5.73014 -2.56877  i
 5.73033 -2.56867  i
 5.73052 -2.56857  i
 5.73071 -2.56847  i
 5.7309 -2.56837  i
 5.73109 -2.56827  i
 5.73128 -2.56817  i
 5.73147 -2.56807  i
 5.73166 -2.56797  i
 5.73185 -2.56787  i
 5.73204 -2.56777  i
 5.73223 -2.56766  i
 5.73242 -2.56756  i
 5.73261 -2.56746  i
 5.7328 -2.56736  i
 5.73299 -2.56726  i
 5.73318 -2.56716  i
 5.73337 -2.56706  i
 5.73356 -2.56696  i
 5.73375 -2.56685  i
 5.73394 -2.56675  i
 5.73413 -2.56665  i
 5.73432 -2.56655  i
 5.73451 -2.56645  i
 5.7347 -2.56635  i
 5.73489 -2.56624  i
 5.73508 -2.56614  i
 5.73527 -2.56604  i
 5.73546 -2.56594  i
 5.73565 -2.56583  i
 5.73584 -2.56573  i
 5.73603 -2.56563  i
 5.73622 -2.56553  i
 5.73641 -2.56542  i
 5.7366 -2.56532  i
 5.73679 -2.56522  i
 5.73698 -2.56512  i
 5.73717 -2.56501  i
 5.73736 -2.56491  i
 5.73755 -2.56481  i
 5.73774 -2.5647  i
 5.73793 -2.5646  i
 5.73812 -2.5645  i
 5.73831 -2.56439  i
 5.7385 -2.56429  i
 5.73869 -2.56419  i
 5.73888 -2.56408  i
