89.1,2.89,0.1,0.05
87.7,2.63,0.1,0.05
84.9,2.14,0.1,0.05
83.2,1.89,0.1,0.05
96.8,4.27,0.1,0.05
99.7,4.77,0.1,0.05
102.2,5.23,0.1,0.05
104.2,5.59,0.1,0.05
