Частота,Канал A
(kГц),(В)

0.00000000,3.57371500
0.04768372,2.48322600
0.09536743,1.69496900
0.14305115,0.54053220
0.19073486,0.05144685
0.23841858,0.00222446
0.28610229,0.00237383
0.33378601,0.00441211
0.38146973,0.00449817
0.42915344,0.00543043
0.47683716,0.00437737
0.52452087,0.00484551
0.57220459,0.00504232
0.61988831,0.00503881
0.66757202,0.00399292
0.71525574,0.00276008
0.76293945,0.00162835
0.81062317,0.00557051
0.85830688,0.06269988
0.90599060,0.19171570
0.95367432,0.27751670
1.00135803,0.28603050
1.04904175,0.27530880
1.09672546,0.18422430
1.14440918,0.05720646
1.19209290,0.00491806
1.23977661,0.00139014
1.28746033,0.00184070
1.33514404,0.00281501
1.38282776,0.00344841
1.43051147,0.00378212
1.47819519,0.00391719
1.52587891,0.00419783
1.57356262,0.00510314
1.62124634,0.00470375
1.66893005,0.00396266
1.71661377,0.00210802
1.76429749,0.00205780
1.81198120,0.00673309
1.85966492,0.06460710
1.90734863,0.19307340
1.95503235,0.27465370
2.00271606,0.28287190
2.05039978,0.27086760
2.09808350,0.17882990
2.14576721,0.05386393
2.19345093,0.00444291
2.24113464,0.00099550
2.28881836,0.00205885
2.33650208,0.00313883
2.38418579,0.00311514
2.43186951,0.00378898
2.47955322,0.00371437
2.52723694,0.00467523
2.57492065,0.00532185
2.62260437,0.00489007
2.67028809,0.00378491
2.71797180,0.00245922
2.76565552,0.00252327
2.81333923,0.00684973
2.86102295,0.06570450
2.90870667,0.19180220
2.95639038,0.26911110
3.00407410,0.27629080
3.05175781,0.26384600
3.09944153,0.17148760
3.14712524,0.05075901
3.19480896,0.00460747
3.24249268,0.00074834
3.29017639,0.00114307
3.33786011,0.00231374
3.38554382,0.00266070
3.43322754,0.00344109
3.48091125,0.00358391
3.52859497,0.00458992
3.57627869,0.00535864
3.62396240,0.00505135
3.67164612,0.00389045
3.71932983,0.00247335
3.76701355,0.00244556
3.81469727,0.00709653
3.86238098,0.06654036
3.91006470,0.18967200
3.95774841,0.26226660
4.00543213,0.26836650
4.05311584,0.25511240
4.10079956,0.16292060
4.14848328,0.04677680
4.19616699,0.00384286
4.24385071,0.00013691
4.29153442,0.00125730
4.33921814,0.00174676
4.38690186,0.00171265
4.43458557,0.00233149
4.48226929,0.00267303
4.52995300,0.00361465
4.57763672,0.00457593
4.62532043,0.00464674
4.67300415,0.00384384
4.72068787,0.00284631
4.76837158,0.00282022
4.81605530,0.00743543
4.86373901,0.06692533
4.91142273,0.18595040
4.95910645,0.25340160
5.00679016,0.25882340
5.05447388,0.24486840
5.10215759,0.15414120
5.14984131,0.04350639
5.19752502,0.00384721
5.24520874,0.00014446
5.29289246,0.00119512
5.34057617,0.00164856
5.38825989,0.00143613
5.43594360,0.00210817
5.48362732,0.00231441
5.53131104,0.00338151
5.57899475,0.00422420
5.62667847,0.00410514
5.67436218,0.00304678
5.72204590,0.00226727
5.76972961,0.00262924
5.81741333,0.00802350
5.86509705,0.06644331
5.91278076,0.17972750
5.96046448,0.24146790
6.00814819,0.24597570
6.05583191,0.23154760
6.10351563,0.14312240
6.15119934,0.03907320
6.19888306,0.00317567
6.24656677,0.00067966
6.29425049,0.00121339
6.34193420,0.00126171
6.38961792,0.00108619
6.43730164,0.00180065
6.48498535,0.00218686
6.53266907,0.00314845
6.58035278,0.00382260
6.62803650,0.00354723
6.67572021,0.00243564
6.72340393,0.00217646
6.77108765,0.00265503
6.81877136,0.00813894
6.86645508,0.06538692
6.91413879,0.17258130
6.96182251,0.22867980
7.00950623,0.23246930
7.05718994,0.21755620
7.10487366,0.13204390
7.15255737,0.03516263
7.20024109,0.00307069
7.24792480,0.00100130
7.29560852,0.00133881
7.34329224,0.00087034
7.39097595,0.00054635
7.43865967,0.00119425
7.48634338,0.00146391
7.53402710,0.00223197
7.58171082,0.00293533
7.62939453,0.00307425
7.67707825,0.00248401
7.72476196,0.00268770
7.77244568,0.00327112
7.82012939,0.00763378
7.86781311,0.06286922
7.91549683,0.16326700
7.96318054,0.21389820
8.01086426,0.21733460
8.05854797,0.20241530
8.10623169,0.12093270
8.15391541,0.03168827
8.20159912,0.00340793
8.24928284,0.00164484
8.29696655,0.00129599
8.34465027,0.00043170
8.39233398,0.00033125
8.44001770,0.00046316
8.48770142,0.00109325
8.53538513,0.00210328
8.58306885,0.00296290
8.63075256,0.00310303
8.67843628,0.00237619
8.72612000,0.00233833
8.77380371,0.00246287
8.82148743,0.00749620
8.86917114,0.06032846
8.91685486,0.15271680
8.96453857,0.19720720
9.01222229,0.19979460
9.05990601,0.18493900
9.10758972,0.10844140
9.15527344,0.02746507
9.20295715,0.00315957
9.25064087,0.00180709
9.29832458,0.00125428
9.34600830,0.00037702
9.39369202,0.00099641
9.44137573,0.00091177
9.48905945,0.00113125
9.53674316,0.00162708
9.58442688,0.00210476
9.63211060,0.00209191
9.67979431,0.00150778
9.72747803,0.00192628
9.77516174,0.00228513
9.82284546,0.00766488
9.87052917,0.05708845
9.91821289,0.14097280
9.96589661,0.17972670
10.01358032,0.18195420
10.06126404,0.16751640
10.10894775,0.09654202
10.15663147,0.02404111
10.20431519,0.00367649
10.25199890,0.00246581
10.29968262,0.00216109
10.34736633,0.00205071
10.39505005,0.00225064
10.44273376,0.00133477
10.49041748,0.00049581
10.53810120,0.00046839
10.58578491,0.00128727
10.63346863,0.00168288
10.68115234,0.00127733
10.72883606,0.00158702
10.77651978,0.00178814
10.82420349,0.00728805
10.87188721,0.05325493
10.91957092,0.12843510
10.96725464,0.16174590
11.01493835,0.16349130
11.06262207,0.14969940
11.11030579,0.08492442
11.15798950,0.02088730
11.20567322,0.00356445
11.25335693,0.00236525
11.30104065,0.00195073
11.34872437,0.00244141
11.39640808,0.00327992
11.44409180,0.00285947
11.49177551,0.00201975
11.53945923,0.00111876
11.58714294,0.00066890
11.63482666,0.00047035
11.68251038,0.00056973
11.73019409,0.00097237
11.77787781,0.00100266
11.82556152,0.00705961
11.87324524,0.04887192
11.92092896,0.11492000
11.96861267,0.14273780
12.01629639,0.14408940
12.06398010,0.13103270
12.11166382,0.07288732
12.15934753,0.01751897
12.20703125,0.00342539
12.25471497,0.00232617
12.30239868,0.00227534
12.35008240,0.00305782
12.39776611,0.00365738
12.44544983,0.00312399
12.49313354,0.00222480
12.54081726,0.00141138
12.58850098,0.00094872
12.63618469,0.00060392
12.68386841,0.00037690
12.73155212,0.00030395
12.77923584,0.00049446
12.82691956,0.00616713
12.87460327,0.04333471
12.92228699,0.10014410
12.96997070,0.12295940
13.01765442,0.12396200
13.06533813,0.11195570
13.11302185,0.06113013
13.16070557,0.01438441
13.20838928,0.00366069
13.25607300,0.00268447
13.30375671,0.00256731
13.35144043,0.00325401
13.39912415,0.00394576
13.44680786,0.00348147
13.49449158,0.00257298
13.54217529,0.00226154
13.58985901,0.00187268
13.63754272,0.00154728
13.68522644,0.00175241
13.73291016,0.00097464
13.78059387,0.00045975
13.82827759,0.00603195
13.87596130,0.03847497
13.92364502,0.08614871
13.97132874,0.10445230
14.01901245,0.10511160
14.06669617,0.09417003
14.11437988,0.05044409
14.16206360,0.01177568
14.20974731,0.00337112
14.25743103,0.00243875
14.30511475,0.00273351
14.35279846,0.00404201
14.40048218,0.00480663
14.44816589,0.00439301
14.49584961,0.00317987
14.54353333,0.00241098
14.59121704,0.00171444
14.63890076,0.00143811
14.68658447,0.00162153
14.73426819,0.00073097
14.78195190,0.00016210
14.82963562,0.00500750
14.87731934,0.03197640
14.92500305,0.07039101
14.97268677,0.08440173
15.02037048,0.08510742
15.06805420,0.07591681
15.11573792,0.04015291
15.16342163,0.00977896
15.21110535,0.00390130
15.25878906,0.00292794
15.30647278,0.00288643
15.35415649,0.00382509
15.40184021,0.00448566
15.44952393,0.00416027
15.49720764,0.00315609
15.54489136,0.00289988
15.59257507,0.00245055
15.64025879,0.00206569
15.68794250,0.00190487
15.73562622,0.00065515
15.78330994,0.00024770
15.83099365,0.00428366
15.87867737,0.02578519
15.92636108,0.05538916
15.97404480,0.06536709
16.02172852,0.06559769
16.06941223,0.05800078
16.11709595,0.02984678
16.16477966,0.00671780
16.21246338,0.00287011
16.26014709,0.00216019
16.30783081,0.00270680
16.35551453,0.00387253
16.40319824,0.00469085
16.45088196,0.00450537
16.49856567,0.00369765
16.54624939,0.00375052
16.59393311,0.00332816
16.64161682,0.00280540
16.68930054,0.00231724
16.73698425,0.00072000
16.78466797,0.00100704
16.83235168,0.00327216
16.88003540,0.01937866
16.92771912,0.04069979
16.97540283,0.04751315
17.02308655,0.04768760
17.07077026,0.04187839
17.11845398,0.02105966
17.16613770,0.00487061
17.21382141,0.00277032
17.26150513,0.00218870
17.30918884,0.00304928
17.35687256,0.00438843
17.40455627,0.00517886
17.45223999,0.00513144
17.49992371,0.00449270
17.54760742,0.00487144
17.59529114,0.00448182
17.64297485,0.00403946
17.69065857,0.00336144
17.73834229,0.00161752
17.78602600,0.00136075
17.83370972,0.00248731
17.88139343,0.01274519
17.92907715,0.02615463
17.97676086,0.03004780
18.02444458,0.03037951
18.07212830,0.02689487
18.11981201,0.01372148
18.16749573,0.00411975
18.21517944,0.00304484
18.26286316,0.00250850
18.31054688,0.00303764
18.35823059,0.00400959
18.40591431,0.00477143
18.45359802,0.00487871
18.50128174,0.00431113
18.54896545,0.00488409
18.59664917,0.00472931
18.64433289,0.00411440
18.69201660,0.00307411
18.73970032,0.00147958
18.78738403,0.00164552
18.83506775,0.00153144
18.88275146,0.00609856
18.93043518,0.01243584
18.97811890,0.01392908
19.02580261,0.01414566
19.07348633,0.01273488
19.12117004,0.00647696
19.16885376,0.00226659
19.21653748,0.00212046
19.26422119,0.00167735
19.31190491,0.00311194
19.35958862,0.00423535
19.40727234,0.00483232
19.45495605,0.00477701
19.50263977,0.00417137
19.55032349,0.00474167
19.59800720,0.00457851
19.64569092,0.00404928
19.69337463,0.00307415
19.74105835,0.00194248
19.78874207,0.00217914
19.83642578,0.00166436
19.88410950,0.00110121
19.93179321,0.00061567
19.97947693,0.00080338
20.02716064,0.00079955
20.07484436,0.00059752
20.12252808,0.00093608
20.17021179,0.00140678
20.21789551,0.00182037
20.26557922,0.00170733
20.31326294,0.00302147
20.36094666,0.00391066
20.40863037,0.00443666
20.45631409,0.00446589
20.50399780,0.00400450
20.55168152,0.00486431
20.59936523,0.00476360
20.64704895,0.00423429
20.69473267,0.00316313
20.74241638,0.00220764
20.79010010,0.00267114
20.83778381,0.00252796
20.88546753,0.00640127
20.93315125,0.01230253
20.98083496,0.01446091
21.02851868,0.01432018
21.07620239,0.01141227
21.12388611,0.00520101
21.17156982,0.00163878
21.21925354,0.00178159
21.26693726,0.00148889
21.31462097,0.00269976
21.36230469,0.00347467
21.40998840,0.00401707
21.45767212,0.00423600
21.50535583,0.00416171
21.55303955,0.00500500
21.60072327,0.00475775
21.64840698,0.00405612
21.69609070,0.00287119
21.74377441,0.00240509
21.79145813,0.00280892
21.83914185,0.00318655
21.88682556,0.01205443
21.93450928,0.02293549
21.98219299,0.02631181
22.02987671,0.02618155
22.07756042,0.02101943
22.12524414,0.00912692
22.17292786,0.00126310
22.22061157,0.00106808
22.26829529,0.00147700
22.31597900,0.00281889
22.36366272,0.00324521
22.41134644,0.00358749
22.45903015,0.00373657
22.50671387,0.00380680
22.55439758,0.00490556
22.60208130,0.00491653
22.64976501,0.00429295
22.69744873,0.00283790
22.74513245,0.00230651
22.79281616,0.00302719
22.84049988,0.00454136
22.88818359,0.01735058
22.93586731,0.03242427
22.98355103,0.03687243
23.03123474,0.03685464
23.07891846,0.02996802
23.12660217,0.01353408
23.17428589,0.00245743
23.22196960,0.00021817
23.26965332,0.00120538
23.31733704,0.00246420
23.36502075,0.00278675
23.41270447,0.00306163
23.46038818,0.00321364
23.50807190,0.00362549
23.55575562,0.00498940
23.60343933,0.00518415
23.65112305,0.00461697
23.69880676,0.00322435
23.74649048,0.00233084
23.79417419,0.00275997
23.84185791,0.00502596
23.88954163,0.02186788
23.93722534,0.04023414
23.98490906,0.04520080
24.03259277,0.04502233
24.08027649,0.03597525
24.12796021,0.01549508
24.17564392,0.00246458
24.22332764,0.00032569
24.27101135,0.00131551
24.31869507,0.00225843
24.36637878,0.00223097
24.41406250,0.00250336
24.46174622,0.00297885
24.50942993,0.00340972
24.55711365,0.00450786
24.60479736,0.00459161
24.65248108,0.00400249
24.70016479,0.00287750
24.74784851,0.00263635
24.79553223,0.00312287
24.84321594,0.00588591
24.89089966,0.02564832
24.93858337,0.04662218
24.98626709,0.05208779
25.03395081,0.05209103
25.08163452,0.04152026
25.12931824,0.01782271
25.17700195,0.00308611
25.22468567,0.00035416
25.27236938,0.00053786
25.32005310,0.00125554
25.36773682,0.00106938
25.41542053,0.00135371
25.46310425,0.00191436
25.51078796,0.00284422
25.55847168,0.00425469
25.60615540,0.00445702
25.65383911,0.00365626
25.70152283,0.00234439
25.74920654,0.00242627
25.79689026,0.00310793
25.84457397,0.00715731
25.89225769,0.02933090
25.93994141,0.05170831
25.98762512,0.05699470
26.03530884,0.05687093
26.08299255,0.04500782
26.13067627,0.01928112
26.17835999,0.00410796
26.22604370,0.00132305
26.27372742,0.00091149
26.32141113,0.00092666
26.36909485,0.00078537
26.41677856,0.00119717
26.46446228,0.00186200
26.51214600,0.00267258
26.55982971,0.00369402
26.60751343,0.00391828
26.65519714,0.00310559
26.70288086,0.00218775
26.75056458,0.00297951
26.79824829,0.00374659
26.84593201,0.00816779
26.89361572,0.03191910
26.94129944,0.05526152
26.98898315,0.06046920
27.03666687,0.06012804
27.08435059,0.04682423
27.13203430,0.01932330
27.17971802,0.00395710
27.22740173,0.00178766
27.27508545,0.00168631
27.32276917,0.00135662
27.37045288,0.00043319
27.41813660,0.00071533
27.46582031,0.00146415
27.51350403,0.00235484
27.56118774,0.00343803
27.60887146,0.00356803
27.65655518,0.00285177
27.70423889,0.00222211
