Частота,Канал A
(kГц),(В)

0.00000000,3.70995800
0.04768372,2.57720100
0.09536743,1.75830900
0.14305115,0.55965590
0.19073486,0.05131142
0.23841858,0.00392867
0.28610229,0.00419524
0.33378601,0.00377445
0.38146973,0.00282755
0.42915344,0.00076432
0.47683716,0.00025481
0.52452087,0.00027609
0.57220459,0.00148494
0.61988831,0.00206227
0.66757202,0.00272897
0.71525574,0.00242978
0.76293945,0.00216715
0.81062317,0.00077435
0.85830688,0.00594366
0.90599060,0.01323392
0.95367432,0.01511267
1.00135803,0.01566889
1.04904175,0.01346258
1.09672546,0.00677106
1.14440918,0.00137708
1.19209290,0.00287946
1.23977661,0.00327834
1.28746033,0.00311243
1.33514404,0.00255911
1.38282776,0.00121130
1.43051147,0.00062223
1.47819519,0.00079566
1.52587891,0.00121914
1.57356262,0.00092598
1.62124634,0.00106259
1.66893005,0.00037245
1.71661377,0.00028174
1.76429749,0.00061404
1.81198120,0.00182121
1.85966492,0.00650501
1.90734863,0.00960900
1.95503235,0.01027500
2.00271606,0.01014082
2.05039978,0.00691318
2.09808350,0.00216690
2.14576721,0.00067916
2.19345093,0.00138934
2.24113464,0.00159876
2.28881836,0.00171298
2.33650208,0.00135022
2.38418579,0.00105242
2.43186951,0.00122915
2.47955322,0.00186066
2.52723694,0.00128869
2.57492065,0.00066117
2.62260437,0.00025172
2.67028809,0.00110165
2.71797180,0.00136022
2.76565552,0.00086998
2.81333923,0.00204015
2.86102295,0.00376267
2.90870667,0.00433519
2.95639038,0.00443474
3.00407410,0.00387670
3.05175781,0.00231284
3.09944153,0.00411219
3.14712524,0.00912671
3.19480896,0.01129541
3.24249268,0.01115847
3.29017639,0.00989842
3.33786011,0.00523121
3.38554382,0.00114675
3.43322754,0.00112875
3.48091125,0.00103727
3.52859497,0.00043577
3.57627869,0.00031052
3.62396240,0.00074357
3.67164612,0.00122550
3.71932983,0.00090985
3.76701355,0.00065406
3.81469727,0.00029055
3.86238098,0.00008018
3.91006470,0.00025853
3.95774841,0.00050885
4.00543213,0.00062248
4.05311584,0.00619513
4.10079956,0.02193876
4.14848328,0.03513520
4.19616699,0.03679291
4.24385071,0.03580101
4.29153442,0.02629959
4.33921814,0.00938388
4.38690186,0.00080654
4.43458557,0.00094329
4.48226929,0.00126214
4.52995300,0.00140674
4.57763672,0.00114255
4.62532043,0.00066830
4.67300415,0.00023418
4.72068787,0.00057115
4.76837158,0.00074678
4.81605530,0.00197448
4.86373901,0.00250673
4.91142273,0.00294168
4.95910645,0.00284842
5.00679016,0.00203021
5.05447388,0.00899095
5.10215759,0.02066867
5.14984131,0.02569906
5.19752502,0.02612694
5.24520874,0.02360677
5.29289246,0.01299202
5.34057617,0.00342996
5.38825989,0.00333859
5.43594360,0.00429340
5.48362732,0.00411937
5.53131104,0.00369637
5.57899475,0.00234691
5.62667847,0.00068759
5.67436218,0.00054122
5.72204590,0.00023732
5.76972961,0.00109450
5.81741333,0.00189819
5.86509705,0.00226800
5.91278076,0.00260495
5.96046448,0.00172636
6.00814819,0.00067465
6.05583191,0.00256140
6.10351563,0.00406995
6.15119934,0.00433678
6.19888306,0.00446564
6.24656677,0.00330748
6.29425049,0.00100126
6.34193420,0.00294710
6.38961792,0.00555398
6.43730164,0.00575848
6.48498535,0.00537560
6.53266907,0.00408994
6.58035278,0.00121927
6.62803650,0.00045096
6.67572021,0.00089730
6.72340393,0.00157632
6.77108765,0.00207049
6.81877136,0.00205215
6.86645508,0.00163435
6.91413879,0.00102888
6.96182251,0.00029261
7.00950623,0.00214496
7.05718994,0.00561303
7.10487366,0.00699808
7.15255737,0.00719566
7.20024109,0.00653857
7.24792480,0.00314334
7.29560852,0.00118320
7.34329224,0.00302158
7.39097595,0.00358674
7.43865967,0.00322662
7.48634338,0.00281056
7.53402710,0.00139899
7.58171082,0.00033049
7.62939453,0.00153909
7.67707825,0.00224836
7.72476196,0.00203584
7.77244568,0.00167604
7.82012939,0.00095621
7.86781311,0.00038641
7.91549683,0.00069645
7.96318054,0.00077819
8.01086426,0.00299788
8.05854797,0.00507011
8.10623169,0.00556013
8.15391541,0.00575983
8.20159912,0.00427979
8.24928284,0.00220210
8.29696655,0.00444616
8.34465027,0.00765989
8.39233398,0.00837387
8.44001770,0.00815999
8.48770142,0.00658764
8.53538513,0.00295436
8.58306885,0.00159022
8.63075256,0.00255139
8.67843628,0.00241318
8.72612000,0.00168934
8.77380371,0.00116930
8.82148743,0.00054358
8.86917114,0.00087634
8.91685486,0.00078806
8.96453857,0.00144217
9.01222229,0.00206007
9.05990601,0.00223470
9.10758972,0.00195089
9.15527344,0.00162783
9.20295715,0.00551423
9.25064087,0.04040899
9.29832458,0.10565590
9.34600830,0.13966330
9.39369202,0.14135020
9.44137573,0.13200390
9.48905945,0.07990737
9.53674316,0.02076388
9.58442688,0.00146891
9.63211060,0.00088969
9.67979431,0.00066440
9.72747803,0.00061342
9.77516174,0.00048997
9.82284546,0.00071582
9.87052917,0.00087017
9.91821289,0.00120078
9.96589661,0.00078873
10.01358032,0.00051916
10.06126404,0.00053387
10.10894775,0.00097445
10.15663147,0.00104196
10.20431519,0.00260096
10.25199890,0.01121256
10.29968262,0.02007941
10.34736633,0.02222063
10.39505005,0.02224281
10.44273376,0.01763329
10.49041748,0.00741289
10.53810120,0.00183474
10.58578491,0.00271720
10.63346863,0.00322254
10.68115234,0.00338128
10.72883606,0.00301506
10.77651978,0.00187528
10.82420349,0.00092100
10.87188721,0.00090595
10.91957092,0.00046130
10.96725464,0.00086886
11.01493835,0.00127474
11.06262207,0.00169872
11.11030579,0.00199377
11.15798950,0.00127155
11.20567322,0.00128450
11.25335693,0.00258048
11.30104065,0.00333507
11.34872437,0.00338893
11.39640808,0.00293458
11.44409180,0.00175635
11.49177551,0.00191421
11.53945923,0.00514452
11.58714294,0.00724205
11.63482666,0.00700066
11.68251038,0.00636511
11.73019409,0.00399159
11.77787781,0.00068303
11.82556152,0.00045388
11.87324524,0.00024790
11.92092896,0.00064385
11.96861267,0.00126009
12.01629639,0.00148291
12.06398010,0.00175040
12.11166382,0.00150659
12.15934753,0.00061718
12.20703125,0.00120924
12.25471497,0.00284212
12.30239868,0.00331737
12.35008240,0.00375096
12.39776611,0.00320175
12.44544983,0.00170131
12.49313354,0.00470659
12.54081726,0.00899394
12.58850098,0.00995429
12.63618469,0.00949557
12.68386841,0.00794018
12.73155212,0.00348934
12.77923584,0.00062260
12.82691956,0.00159723
12.87460327,0.00203074
12.92228699,0.00203204
12.96997070,0.00170705
13.01765442,0.00098601
13.06533813,0.00034275
13.11302185,0.00052268
13.16070557,0.00063838
13.20838928,0.00306611
13.25607300,0.00442719
13.30375671,0.00483862
13.35144043,0.00473777
13.39912415,0.00270609
13.44680786,0.00069114
13.49449158,0.00206063
13.54217529,0.00287171
13.58985901,0.00266848
13.63754272,0.00244916
13.68522644,0.00140555
13.73291016,0.00027629
13.78059387,0.00203970
13.82827759,0.00330987
13.87596130,0.00320961
13.92364502,0.00286447
13.97132874,0.00197672
14.01901245,0.00060885
14.06669617,0.00066388
14.11437988,0.00079538
14.16206360,0.00217673
14.20974731,0.00335464
14.25743103,0.00354747
14.30511475,0.00339830
14.35279846,0.00246099
14.40048218,0.00367110
14.44816589,0.02218880
14.49584961,0.04459641
14.54353333,0.05110157
14.59121704,0.05119337
14.63890076,0.04331742
14.68658447,0.02022137
14.73426819,0.00330539
14.78195190,0.00254026
14.82963562,0.00290969
14.87731934,0.00243843
14.92500305,0.00194427
14.97268677,0.00074579
15.02037048,0.00104562
15.06805420,0.00123553
15.11573792,0.00133020
15.16342163,0.00136465
15.21110535,0.00131940
15.25878906,0.00083882
15.30647278,0.00022092
15.35415649,0.00024324
15.40184021,0.00360895
15.44952393,0.01138302
15.49720764,0.01630635
15.54489136,0.01698338
15.59257507,0.01650792
15.64025879,0.01095264
15.68794250,0.00339778
15.73562622,0.00053506
15.78330994,0.00064034
15.83099365,0.00080068
15.87867737,0.00079707
15.92636108,0.00066125
15.97404480,0.00048153
16.02172852,0.00097467
16.06941223,0.00150754
16.11709595,0.00091867
16.16477966,0.00055203
16.21246338,0.00069180
16.26014709,0.00138998
16.30783081,0.00141858
16.35551453,0.00082791
16.40319824,0.00272941
16.45088196,0.00554443
16.49856567,0.00646601
16.54624939,0.00663505
16.59393311,0.00564804
16.64161682,0.00284102
16.68930054,0.00252034
16.73698425,0.00559586
16.78466797,0.00702202
16.83235168,0.00707020
16.88003540,0.00640648
16.92771912,0.00356756
16.97540283,0.00115778
17.02308655,0.00147040
17.07077026,0.00145413
17.11845398,0.00102924
17.16613770,0.00105610
17.21382141,0.00123153
17.26150513,0.00162236
17.30918884,0.00118544
17.35687256,0.00077174
17.40455627,0.00062627
17.45223999,0.00053074
17.49992371,0.00029188
17.54760742,0.00023906
17.59529114,0.00041777
17.64297485,0.00302699
17.69065857,0.01017377
17.73834229,0.01581456
17.78602600,0.01618154
17.83370972,0.01540332
17.88139343,0.01088363
17.92907715,0.00331275
17.97676086,0.00043353
18.02444458,0.00063506
18.07212830,0.00092058
18.11981201,0.00115601
18.16749573,0.00113303
18.21517944,0.00098939
18.26286316,0.00077234
18.31054688,0.00076911
18.35823059,0.00096997
18.40591431,0.00241846
18.45359802,0.00300752
18.50128174,0.00351066
18.54896545,0.00327343
18.59664917,0.00306665
18.64433289,0.01612446
18.69201660,0.03572441
18.73970032,0.04308039
18.78738403,0.04305396
18.83506775,0.03838812
18.88275146,0.02031784
18.93043518,0.00416651
18.97811890,0.00257117
19.02580261,0.00347946
19.07348633,0.00336058
19.12117004,0.00304832
19.16885376,0.00186285
19.21653748,0.00070398
19.26422119,0.00080138
19.31190491,0.00046917
19.35958862,0.00135286
19.40727234,0.00241646
19.45495605,0.00299189
19.50263977,0.00343487
19.55032349,0.00243391
19.59800720,0.00065904
19.64569092,0.00265459
19.69337463,0.00472623
19.74105835,0.00516468
19.78874207,0.00541633
19.83642578,0.00405254
19.88410950,0.00129734
19.93179321,0.00267194
19.97947693,0.00473729
20.02716064,0.00484251
20.07484436,0.00450411
20.12252808,0.00337900
20.17021179,0.00104052
20.21789551,0.00043208
20.26557922,0.00050676
20.31326294,0.00124066
20.36094666,0.00191568
20.40863037,0.00210150
20.45631409,0.00201849
20.50399780,0.00170875
20.55168152,0.00071085
20.59936523,0.00296567
20.64704895,0.00797695
20.69473267,0.01005328
20.74241638,0.01051205
20.79010010,0.00957403
20.83778381,0.00500640
20.88546753,0.00120165
20.93315125,0.00261765
20.98083496,0.00319295
21.02851868,0.00277642
21.07620239,0.00240143
21.12388611,0.00112907
21.17156982,0.00054686
21.21925354,0.00153156
21.26693726,0.00201328
21.31462097,0.00168830
21.36230469,0.00141525
21.40998840,0.00077675
21.45767212,0.00031848
21.50535583,0.00050323
21.55303955,0.00106441
21.60072327,0.00435172
21.64840698,0.00687276
21.69609070,0.00751985
21.74377441,0.00764756
21.79145813,0.00555948
21.83914185,0.00226312
21.88682556,0.00229272
21.93450928,0.00367739
21.98219299,0.00406690
22.02987671,0.00396913
22.07756042,0.00303843
22.12524414,0.00140481
22.17292786,0.00132092
22.22061157,0.00235095
22.26829529,0.00205089
22.31597900,0.00123165
22.36366272,0.00061980
22.41134644,0.00064542
22.45903015,0.00123588
22.50671387,0.00076371
22.55439758,0.00140170
22.60208130,0.00240016
22.64976501,0.00276229
22.69744873,0.00263760
22.74513245,0.00210313
22.79281616,0.00178671
22.84049988,0.00752684
22.88818359,0.01808916
22.93586731,0.02328640
22.98355103,0.02335593
23.03123474,0.02148240
23.07891846,0.01276409
23.12660217,0.00338009
23.17428589,0.00102886
23.22196960,0.00101954
23.26965332,0.00050567
23.31733704,0.00042539
23.36502075,0.00062298
23.41270447,0.00102726
23.46038818,0.00092534
23.50807190,0.00085912
23.55575562,0.00045361
23.60343933,0.00064240
23.65112305,0.00081550
23.69880676,0.00126453
23.74649048,0.00168007
23.79417419,0.01925614
23.84185791,0.07905807
23.88954163,0.13646820
23.93722534,0.14820120
23.98490906,0.14685090
24.03259277,0.11458570
24.08027649,0.04636509
24.12796021,0.00679655
24.17564392,0.00209927
24.22332764,0.00252941
24.27101135,0.00257217
24.31869507,0.00212661
24.36637878,0.00123244
24.41406250,0.00089864
24.46174622,0.00114745
24.50942993,0.00032804
24.55711365,0.00124285
24.60479736,0.00188510
24.65248108,0.00255554
24.70016479,0.00278520
24.74784851,0.00176318
24.79553223,0.00228045
24.84321594,0.00494158
24.89089966,0.00627847
24.93858337,0.00626914
24.98626709,0.00552245
25.03395081,0.00307308
25.08163452,0.00159178
25.12931824,0.00391480
25.17700195,0.00540551
25.22468567,0.00525682
25.27236938,0.00486764
25.32005310,0.00303563
25.36773682,0.00062992
25.41542053,0.00016452
25.46310425,0.00004585
25.51078796,0.00087859
25.55847168,0.00138306
25.60615540,0.00150582
25.65383911,0.00169106
25.70152283,0.00115316
25.74920654,0.00017999
25.79689026,0.00224454
25.84457397,0.00396696
25.89225769,0.00426158
25.93994141,0.00440273
25.98762512,0.00344498
26.03530884,0.00124228
26.08299255,0.00345145
26.13067627,0.00668803
26.17835999,0.00730302
26.22604370,0.00693405
26.27372742,0.00564001
26.32141113,0.00216409
26.36909485,0.00042633
26.41677856,0.00119509
26.46446228,0.00162252
26.51214600,0.00184079
26.55982971,0.00175399
26.60751343,0.00122498
26.65519714,0.00051413
26.70288086,0.00013016
26.75056458,0.00156746
26.79824829,0.00453669
26.84593201,0.00592016
26.89361572,0.00627036
26.94129944,0.00603063
26.98898315,0.00343378
27.03666687,0.00077441
27.08435059,0.00201859
27.13203430,0.00276023
27.17971802,0.00261491
27.22740173,0.00249308
27.27508545,0.00148853
27.32276917,0.00028248
27.37045288,0.00176419
27.41813660,0.00273017
27.46582031,0.00248417
27.51350403,0.00216449
27.56118774,0.00130498
27.60887146,0.00021197
27.65655518,0.00070637
27.70423889,0.00078452
