Время,Канал A
(mс),(В)

-1.00080331,-0.36152230
-1.00048331,-0.23816650
-1.00016331,-0.11481060
-0.99984331,0.02612384
-0.99952331,0.14941860
-0.99920331,0.29035310
-0.99888331,0.41370890
-0.99856331,0.53706470
-0.99824331,0.66035950
-0.99792331,0.76607560
-0.99760331,0.87179170
-0.99728331,0.97750780
-0.99696331,1.04800600
-0.99664331,1.13608200
-0.99632331,1.18900100
-0.99600331,1.25943800
-0.99568331,1.29471700
-0.99536331,1.31229600
-0.99504331,1.32993600
-0.99472331,1.34757500
-0.99440331,1.32993600
-0.99408331,1.29471700
-0.99376331,1.25943800
-0.99344331,1.20658000
-0.99312331,1.13608200
-0.99280331,1.06564500
-0.99248331,0.97750780
-0.99216331,0.88943140
-0.99184331,0.78371530
-0.99152331,0.66035950
-0.99120331,0.55464340
-0.99088331,0.41370890
-0.99056331,0.29035310
-0.99024331,0.14941860
-0.98992331,0.02612384
-0.98960331,-0.11481060
-0.98928331,-0.25580610
-0.98896331,-0.37910090
-0.98864331,-0.52009640
-0.98832331,-0.64339120
-0.98800331,-0.76674710
-0.98768331,-0.87246320
-0.98736331,-0.97817930
-0.98704331,-1.06631700
-0.98672331,-1.13675300
-0.98640331,-1.22489100
-0.98608331,-1.27774900
-0.98576331,-1.31296700
-0.98544331,-1.34818600
-0.98512331,-1.36582500
-0.98480331,-1.36582500
-0.98448331,-1.36582500
-0.98416331,-1.34818600
-0.98384331,-1.29532800
-0.98352331,-1.26010900
-0.98320331,-1.20725100
-0.98288331,-1.11917500
-0.98256331,-1.03103700
-0.98224331,-0.92532120
-0.98192331,-0.83724480
-0.98160331,-0.71388900
-0.98128331,-0.59053310
-0.98096331,-0.44959870
-0.98064331,-0.30866420
-0.98032331,-0.18530840
-0.98000331,-0.04437391
-0.97968331,0.09656057
-0.97936331,0.23749500
-0.97904331,0.36085090
-0.97872331,0.50178530
-0.97840331,0.64278080
-0.97808331,0.76607560
-0.97776331,0.87179170
-0.97744331,0.97750780
-0.97712331,1.06564500
-0.97680331,1.17136100
-0.97648331,1.24185900
-0.97616331,1.29471700
-0.97584331,1.36515400
-0.97552331,1.40043300
-0.97520331,1.40043300
-0.97488331,1.41801200
-0.97456331,1.40043300
-0.97424331,1.40043300
-0.97392331,1.34757500
-0.97360331,1.31229600
-0.97328331,1.24185900
-0.97296331,1.17136100
-0.97264331,1.08322400
-0.97232331,0.97750780
-0.97200331,0.88943140
-0.97168331,0.76607560
-0.97136331,0.64278080
-0.97104331,0.50178530
-0.97072331,0.37849060
-0.97040331,0.23749500
-0.97008331,0.09656057
-0.96976331,-0.06195258
-0.96944331,-0.18530840
-0.96912331,-0.34388260
-0.96880331,-0.48481700
-0.96848331,-0.60817280
-0.96816331,-0.73152870
-0.96784331,-0.85482350
-0.96752331,-0.97817930
-0.96720331,-1.08389500
-0.96688331,-1.15439300
-0.96656331,-1.24247000
-0.96624331,-1.31296700
-0.96592331,-1.36582500
-0.96560331,-1.40104400
-0.96528331,-1.41868300
-0.96496331,-1.43632300
-0.96464331,-1.43632300
-0.96432331,-1.41868300
-0.96400331,-1.38346500
-0.96368331,-1.34818600
-0.96336331,-1.27774900
-0.96304331,-1.20725100
-0.96272331,-1.11917500
-0.96240331,-1.03103700
-0.96208331,-0.92532120
-0.96176331,-0.80196540
-0.96144331,-0.67867060
-0.96112331,-0.53767510
-0.96080331,-0.41438030
-0.96048331,-0.25580610
-0.96016331,-0.11481060
-0.95984331,0.04376354
-0.95952331,0.18463700
-0.95920331,0.30799280
-0.95888331,0.46656700
-0.95856331,0.58992280
-0.95824331,0.73085730
-0.95792331,0.85421310
-0.95760331,0.95992920
-0.95728331,1.08322400
-0.95696331,1.17136100
-0.95664331,1.25943800
-0.95632331,1.32993600
-0.95600331,1.38279400
-0.95568331,1.43565200
-0.95536331,1.45329100
-0.95504331,1.47087000
-0.95472331,1.47087000
-0.95440331,1.45329100
-0.95408331,1.43565200
-0.95376331,1.38279400
-0.95344331,1.32993600
-0.95312331,1.25943800
-0.95280331,1.17136100
-0.95248331,1.06564500
-0.95216331,0.95992920
-0.95184331,0.85421310
-0.95152331,0.73085730
-0.95120331,0.60750140
-0.95088331,0.44892730
-0.95056331,0.30799280
-0.95024331,0.14941860
-0.94992331,0.00848415
-0.94960331,-0.13245030
-0.94928331,-0.27338480
-0.94896331,-0.43195900
-0.94864331,-0.57295450
-0.94832331,-0.69624920
-0.94800331,-0.81960510
-0.94768331,-0.94296090
-0.94736331,-1.06631700
-0.94704331,-1.15439300
-0.94672331,-1.24247000
-0.94640331,-1.31296700
-0.94608331,-1.38346500
-0.94576331,-1.41868300
-0.94544331,-1.45390200
-0.94512331,-1.48918100
-0.94480331,-1.48918100
-0.94448331,-1.47154200
-0.94416331,-1.43632300
-0.94384331,-1.40104400
-0.94352331,-1.34818600
-0.94320331,-1.27774900
-0.94288331,-1.20725100
-0.94256331,-1.10153500
-0.94224331,-0.99581900
-0.94192331,-0.89010290
-0.94160331,-0.76674710
-0.94128331,-0.64339120
-0.94096331,-0.50245670
-0.94064331,-0.34388260
-0.94032331,-0.18530840
-0.94000331,-0.04437391
-0.93968331,0.11420030
-0.93936331,0.25513470
-0.93904331,0.39606920
-0.93872331,0.55464340
-0.93840331,0.67799920
-0.93808331,0.81893370
-0.93776331,0.92464980
-0.93744331,1.04800600
-0.93712331,1.15372200
-0.93680331,1.22421900
-0.93648331,1.31229600
-0.93616331,1.38279400
-0.93584331,1.43565200
-0.93552331,1.47087000
-0.93520331,1.48851000
-0.93488331,1.48851000
-0.93456331,1.48851000
-0.93424331,1.47087000
-0.93392331,1.43565200
-0.93360331,1.38279400
-0.93328331,1.31229600
-0.93296331,1.24185900
-0.93264331,1.15372200
-0.93232331,1.04800600
-0.93200331,0.92464980
-0.93168331,0.80135500
-0.93136331,0.67799920
-0.93104331,0.53706470
-0.93072331,0.39606920
-0.93040331,0.23749500
-0.93008331,0.09656057
-0.92976331,-0.06195258
-0.92944331,-0.22052680
-0.92912331,-0.36152230
-0.92880331,-0.50245670
-0.92848331,-0.64339120
-0.92816331,-0.76674710
-0.92784331,-0.89010290
-0.92752331,-1.01339800
-0.92720331,-1.11917500
-0.92688331,-1.20725100
-0.92656331,-1.29532800
-0.92624331,-1.34818600
-0.92592331,-1.41868300
-0.92560331,-1.45390200
-0.92528331,-1.48918100
-0.92496331,-1.48918100
-0.92464331,-1.48918100
-0.92432331,-1.47154200
-0.92400331,-1.43632300
-0.92368331,-1.38346500
-0.92336331,-1.33060700
-0.92304331,-1.26010900
-0.92272331,-1.15439300
-0.92240331,-1.04867700
-0.92208331,-0.94296090
-0.92176331,-0.81960510
-0.92144331,-0.69624920
-0.92112331,-0.55531480
-0.92080331,-0.41438030
-0.92048331,-0.27338480
-0.92016331,-0.11481060
-0.91984331,0.02612384
-0.91952331,0.18463700
-0.91920331,0.32563250
-0.91888331,0.46656700
-0.91856331,0.60750140
-0.91824331,0.74849690
-0.91792331,0.87179170
-0.91760331,0.97750780
-0.91728331,1.10086400
-0.91696331,1.18900100
-0.91664331,1.27707800
-0.91632331,1.34757500
-0.91600331,1.40043300
-0.91568331,1.43565200
-0.91536331,1.47087000
-0.91504331,1.48851000
-0.91472331,1.48851000
-0.91440331,1.47087000
-0.91408331,1.43565200
-0.91376331,1.40043300
-0.91344331,1.34757500
-0.91312331,1.25943800
-0.91280331,1.18900100
-0.91248331,1.08322400
-0.91216331,0.97750780
-0.91184331,0.87179170
-0.91152331,0.73085730
-0.91120331,0.58992280
-0.91088331,0.44892730
-0.91056331,0.30799280
-0.91024331,0.16705830
-0.90992331,0.00848415
-0.90960331,-0.13245030
-0.90928331,-0.27338480
-0.90896331,-0.43195900
-0.90864331,-0.57295450
-0.90832331,-0.69624920
-0.90800331,-0.81960510
-0.90768331,-0.94296090
-0.90736331,-1.06631700
-0.90704331,-1.15439300
-0.90672331,-1.24247000
-0.90640331,-1.31296700
-0.90608331,-1.36582500
-0.90576331,-1.41868300
-0.90544331,-1.43632300
-0.90512331,-1.47154200
-0.90480331,-1.47154200
-0.90448331,-1.45390200
-0.90416331,-1.41868300
-0.90384331,-1.38346500
-0.90352331,-1.33060700
-0.90320331,-1.27774900
-0.90288331,-1.18961200
-0.90256331,-1.08389500
-0.90224331,-0.97817930
-0.90192331,-0.87246320
-0.90160331,-0.74910740
-0.90128331,-0.62581250
-0.90096331,-0.48481700
-0.90064331,-0.34388260
-0.90032331,-0.18530840
-0.90000331,-0.06195258
-0.89968331,0.11420030
-0.89936331,0.25513470
-0.89904331,0.39606920
-0.89872331,0.53706470
-0.89840331,0.66035950
-0.89808331,0.78371530
-0.89776331,0.90707110
-0.89744331,1.03036600
-0.89712331,1.11850300
-0.89680331,1.20658000
-0.89648331,1.27707800
-0.89616331,1.34757500
-0.89584331,1.38279400
-0.89552331,1.41801200
-0.89520331,1.45329100
-0.89488331,1.45329100
-0.89456331,1.45329100
-0.89424331,1.41801200
-0.89392331,1.40043300
-0.89360331,1.32993600
-0.89328331,1.27707800
-0.89296331,1.18900100
-0.89264331,1.10086400
-0.89232331,0.99514760
-0.89200331,0.88943140
-0.89168331,0.78371530
-0.89136331,0.64278080
-0.89104331,0.50178530
-0.89072331,0.37849060
-0.89040331,0.23749500
-0.89008331,0.09656057
-0.88976331,-0.06195258
-0.88944331,-0.20294810
-0.88912331,-0.34388260
-0.88880331,-0.48481700
-0.88848331,-0.60817280
-0.88816331,-0.74910740
-0.88784331,-0.87246320
-0.88752331,-0.97817930
-0.88720331,-1.06631700
-0.88688331,-1.15439300
-0.88656331,-1.22489100
-0.88624331,-1.29532800
-0.88592331,-1.34818600
-0.88560331,-1.38346500
-0.88528331,-1.40104400
-0.88496331,-1.41868300
-0.88464331,-1.41868300
-0.88432331,-1.38346500
-0.88400331,-1.36582500
-0.88368331,-1.31296700
-0.88336331,-1.24247000
-0.88304331,-1.18961200
-0.88272331,-1.10153500
-0.88240331,-0.99581900
-0.88208331,-0.89010290
-0.88176331,-0.78438680
-0.88144331,-0.66103090
-0.88112331,-0.52009640
-0.88080331,-0.37910090
-0.88048331,-0.25580610
-0.88016331,-0.11481060
-0.87984331,0.02612384
-0.87952331,0.16705830
-0.87920331,0.30799280
-0.87888331,0.43134860
-0.87856331,0.57228310
-0.87824331,0.69563890
-0.87792331,0.81893370
-0.87760331,0.92464980
-0.87728331,1.03036600
-0.87696331,1.11850300
-0.87664331,1.18900100
-0.87632331,1.25943800
-0.87600331,1.31229600
-0.87568331,1.34757500
-0.87536331,1.38279400
-0.87504331,1.38279400
-0.87472331,1.40043300
-0.87440331,1.38279400
-0.87408331,1.34757500
-0.87376331,1.29471700
-0.87344331,1.24185900
-0.87312331,1.17136100
-0.87280331,1.10086400
-0.87248331,0.99514760
-0.87216331,0.90707110
-0.87184331,0.78371530
-0.87152331,0.67799920
-0.87120331,0.55464340
-0.87088331,0.41370890
-0.87056331,0.29035310
-0.87024331,0.14941860
-0.86992331,0.00848415
-0.86960331,-0.13245030
-0.86928331,-0.25580610
-0.86896331,-0.37910090
-0.86864331,-0.52009640
-0.86832331,-0.64339120
-0.86800331,-0.76674710
-0.86768331,-0.85482350
-0.86736331,-0.96053960
-0.86704331,-1.06631700
-0.86672331,-1.13675300
-0.86640331,-1.20725100
-0.86608331,-1.24247000
-0.86576331,-1.29532800
-0.86544331,-1.33060700
-0.86512331,-1.34818600
-0.86480331,-1.33060700
-0.86448331,-1.33060700
-0.86416331,-1.29532800
-0.86384331,-1.26010900
-0.86352331,-1.20725100
-0.86320331,-1.15439300
