Время,Канал A
(mс),(В)

-1.00075838,-0.15009000
-1.00043838,-0.09723197
-1.00011838,-0.06195258
-0.99979838,-0.00909452
-0.99947838,0.04376354
-0.99915838,0.09656057
-0.99883838,0.13177890
-0.99851838,0.18463700
-0.99819838,0.23749500
-0.99787838,0.27277440
-0.99755838,0.32563250
-0.99723838,0.34321110
-0.99691838,0.39606920
-0.99659838,0.41370890
-0.99627838,0.43134860
-0.99595838,0.46656700
-0.99563838,0.48420670
-0.99531838,0.48420670
-0.99499838,0.50178530
-0.99467838,0.50178530
-0.99435838,0.50178530
-0.99403838,0.48420670
-0.99371838,0.48420670
-0.99339838,0.44892730
-0.99307838,0.43134860
-0.99275838,0.41370890
-0.99243838,0.37849060
-0.99211838,0.34321110
-0.99179838,0.30799280
-0.99147838,0.27277440
-0.99115838,0.21991640
-0.99083838,0.18463700
-0.99051838,0.11420030
-0.99019838,0.06134221
-0.98987838,0.02612384
-0.98955838,-0.02673421
-0.98923838,-0.07959227
-0.98891838,-0.13245030
-0.98859838,-0.16766870
-0.98827838,-0.22052680
-0.98795838,-0.25580610
-0.98763838,-0.29102450
-0.98731838,-0.34388260
-0.98699838,-0.37910090
-0.98667838,-0.41438030
-0.98635838,-0.43195900
-0.98603838,-0.44959870
-0.98571838,-0.48481700
-0.98539838,-0.48481700
-0.98507838,-0.50245670
-0.98475838,-0.50245670
-0.98443838,-0.50245670
-0.98411838,-0.50245670
-0.98379838,-0.48481700
-0.98347838,-0.46723840
-0.98315838,-0.43195900
-0.98283838,-0.41438030
-0.98251838,-0.37910090
-0.98219838,-0.34388260
-0.98187838,-0.30866420
-0.98155838,-0.27338480
-0.98123838,-0.23816650
-0.98091838,-0.18530840
-0.98059838,-0.13245030
-0.98027838,-0.07959227
-0.97995838,-0.04437391
-0.97963838,0.02612384
-0.97931838,0.06134221
-0.97899838,0.11420030
-0.97867838,0.16705830
-0.97835838,0.21991640
-0.97803838,0.27277440
-0.97771838,0.30799280
-0.97739838,0.34321110
-0.97707838,0.39606920
-0.97675838,0.41370890
-0.97643838,0.44892730
-0.97611838,0.46656700
-0.97579838,0.48420670
-0.97547838,0.50178530
-0.97515838,0.51942500
-0.97483838,0.51942500
-0.97451838,0.51942500
-0.97419838,0.51942500
-0.97387838,0.50178530
-0.97355838,0.48420670
-0.97323838,0.46656700
-0.97291838,0.44892730
-0.97259838,0.41370890
-0.97227838,0.37849060
-0.97195838,0.34321110
-0.97163838,0.29035310
-0.97131838,0.25513470
-0.97099838,0.20227670
-0.97067838,0.16705830
-0.97035838,0.11420030
-0.97003838,0.06134221
-0.96971838,-0.00909452
-0.96939838,-0.04437391
-0.96907838,-0.11481060
-0.96875838,-0.15009000
-0.96843838,-0.20294810
-0.96811838,-0.25580610
-0.96779838,-0.30866420
-0.96747838,-0.34388260
-0.96715838,-0.37910090
-0.96683838,-0.43195900
-0.96651838,-0.44959870
-0.96619838,-0.48481700
-0.96587838,-0.50245670
-0.96555838,-0.52009640
-0.96523838,-0.52009640
-0.96491838,-0.53767510
-0.96459838,-0.53767510
-0.96427838,-0.53767510
-0.96395838,-0.52009640
-0.96363838,-0.50245670
-0.96331838,-0.48481700
-0.96299838,-0.46723840
-0.96267838,-0.43195900
-0.96235838,-0.39674060
-0.96203838,-0.36152230
-0.96171838,-0.30866420
-0.96139838,-0.25580610
-0.96107838,-0.22052680
-0.96075838,-0.16766870
-0.96043838,-0.11481060
-0.96011838,-0.06195258
-0.95979838,-0.00909452
-0.95947838,0.04376354
-0.95915838,0.09656057
-0.95883838,0.14941860
-0.95851838,0.20227670
-0.95819838,0.27277440
-0.95787838,0.30799280
-0.95755838,0.34321110
-0.95723838,0.41370890
-0.95691838,0.44892730
-0.95659838,0.48420670
-0.95627838,0.50178530
-0.95595838,0.53706470
-0.95563838,0.55464340
-0.95531838,0.55464340
-0.95499838,0.57228310
-0.95467838,0.57228310
-0.95435838,0.57228310
-0.95403838,0.57228310
-0.95371838,0.55464340
-0.95339838,0.53706470
-0.95307838,0.50178530
-0.95275838,0.46656700
-0.95243838,0.43134860
-0.95211838,0.39606920
-0.95179838,0.34321110
-0.95147838,0.30799280
-0.95115838,0.25513470
-0.95083838,0.20227670
-0.95051838,0.14941860
-0.95019838,0.07892086
-0.94987838,0.02612384
-0.94955838,-0.02673421
-0.94923838,-0.07959227
-0.94891838,-0.15009000
-0.94859838,-0.20294810
-0.94827838,-0.25580610
-0.94795838,-0.30866420
-0.94763838,-0.36152230
-0.94731838,-0.41438030
-0.94699838,-0.44959870
-0.94667838,-0.50245670
-0.94635838,-0.52009640
-0.94603838,-0.53767510
-0.94571838,-0.57295450
-0.94539838,-0.57295450
-0.94507838,-0.60817280
-0.94475838,-0.60817280
-0.94443838,-0.59053310
-0.94411838,-0.59053310
-0.94379838,-0.57295450
-0.94347838,-0.55531480
-0.94315838,-0.53767510
-0.94283838,-0.50245670
-0.94251838,-0.46723840
-0.94219838,-0.43195900
-0.94187838,-0.37910090
-0.94155838,-0.32624290
-0.94123838,-0.27338480
-0.94091838,-0.22052680
-0.94059838,-0.16766870
-0.94027838,-0.09723197
-0.93995838,-0.02673421
-0.93963838,0.02612384
-0.93931838,0.09656057
-0.93899838,0.14941860
-0.93867838,0.20227670
-0.93835838,0.27277440
-0.93803838,0.32563250
-0.93771838,0.37849060
-0.93739838,0.43134860
-0.93707838,0.46656700
-0.93675838,0.51942500
-0.93643838,0.55464340
-0.93611838,0.58992280
-0.93579838,0.62514110
-0.93547838,0.62514110
-0.93515838,0.64278080
-0.93483838,0.66035950
-0.93451838,0.66035950
-0.93419838,0.64278080
-0.93387838,0.64278080
-0.93355838,0.62514110
-0.93323838,0.58992280
-0.93291838,0.57228310
-0.93259838,0.53706470
-0.93227838,0.48420670
-0.93195838,0.43134860
-0.93163838,0.37849060
-0.93131838,0.32563250
-0.93099838,0.27277440
-0.93067838,0.20227670
-0.93035838,0.13177890
-0.93003838,0.06134221
-0.92971838,-0.00909452
-0.92939838,-0.07959227
-0.92907838,-0.13245030
-0.92875838,-0.20294810
-0.92843838,-0.25580610
-0.92811838,-0.32624290
-0.92779838,-0.37910090
-0.92747838,-0.44959870
-0.92715838,-0.50245670
-0.92683838,-0.53767510
-0.92651838,-0.57295450
-0.92619838,-0.62581250
-0.92587838,-0.64339120
-0.92555838,-0.66103090
-0.92523838,-0.69624920
-0.92491838,-0.69624920
-0.92459838,-0.69624920
-0.92427838,-0.69624920
-0.92395838,-0.67867060
-0.92363838,-0.66103090
-0.92331838,-0.64339120
-0.92299838,-0.60817280
-0.92267838,-0.55531480
-0.92235838,-0.52009640
-0.92203838,-0.46723840
-0.92171838,-0.41438030
-0.92139838,-0.34388260
-0.92107838,-0.29102450
-0.92075838,-0.22052680
-0.92043838,-0.15009000
-0.92011838,-0.07959227
-0.91979838,-0.00909452
-0.91947838,0.06134221
-0.91915838,0.13177890
-0.91883838,0.20227670
-0.91851838,0.27277440
-0.91819838,0.34321110
-0.91787838,0.41370890
-0.91755838,0.46656700
-0.91723838,0.53706470
-0.91691838,0.57228310
-0.91659838,0.62514110
-0.91627838,0.66035950
-0.91595838,0.69563890
-0.91563838,0.69563890
-0.91531838,0.74849690
-0.91499838,0.76607560
-0.91467838,0.76607560
-0.91435838,0.74849690
-0.91403838,0.74849690
-0.91371838,0.71321760
-0.91339838,0.69563890
-0.91307838,0.66035950
-0.91275838,0.62514110
-0.91243838,0.57228310
-0.91211838,0.51942500
-0.91179838,0.46656700
-0.91147838,0.41370890
-0.91115838,0.34321110
-0.91083838,0.27277440
-0.91051838,0.18463700
-0.91019838,0.11420030
-0.90987838,0.04376354
-0.90955838,-0.06195258
-0.90923838,-0.13245030
-0.90891838,-0.18530840
-0.90859838,-0.27338480
-0.90827838,-0.34388260
-0.90795838,-0.41438030
-0.90763838,-0.48481700
-0.90731838,-0.53767510
-0.90699838,-0.59053310
-0.90667838,-0.66103090
-0.90635838,-0.69624920
-0.90603838,-0.73152870
-0.90571838,-0.76674710
-0.90539838,-0.78438680
-0.90507838,-0.80196540
-0.90475838,-0.80196540
-0.90443838,-0.80196540
-0.90411838,-0.78438680
-0.90379838,-0.78438680
-0.90347838,-0.74910740
-0.90315838,-0.71388900
-0.90283838,-0.67867060
-0.90251838,-0.62581250
-0.90219838,-0.57295450
-0.90187838,-0.52009640
-0.90155838,-0.44959870
-0.90123838,-0.37910090
-0.90091838,-0.29102450
-0.90059838,-0.22052680
-0.90027838,-0.15009000
-0.89995838,-0.04437391
-0.89963838,0.04376354
-0.89931838,0.11420030
-0.89899838,0.20227670
-0.89867838,0.27277440
-0.89835838,0.36085090
-0.89803838,0.43134860
-0.89771838,0.50178530
-0.89739838,0.57228310
-0.89707838,0.64278080
-0.89675838,0.69563890
-0.89643838,0.74849690
-0.89611838,0.78371530
-0.89579838,0.81893370
-0.89547838,0.83657340
-0.89515838,0.87179170
-0.89483838,0.87179170
-0.89451838,0.87179170
-0.89419838,0.87179170
-0.89387838,0.85421310
-0.89355838,0.81893370
-0.89323838,0.80135500
-0.89291838,0.74849690
-0.89259838,0.69563890
-0.89227838,0.62514110
-0.89195838,0.57228310
-0.89163838,0.50178530
-0.89131838,0.43134860
-0.89099838,0.34321110
-0.89067838,0.27277440
-0.89035838,0.18463700
-0.89003838,0.09656057
-0.88971838,0.00848415
-0.88939838,-0.09723197
-0.88907838,-0.18530840
-0.88875838,-0.27338480
-0.88843838,-0.36152230
-0.88811838,-0.43195900
-0.88779838,-0.50245670
-0.88747838,-0.57295450
-0.88715838,-0.66103090
-0.88683838,-0.73152870
-0.88651838,-0.78438680
-0.88619838,-0.81960510
-0.88587838,-0.85482350
-0.88555838,-0.89010290
-0.88523838,-0.90768150
-0.88491838,-0.92532120
-0.88459838,-0.92532120
-0.88427838,-0.92532120
-0.88395838,-0.90768150
-0.88363838,-0.87246320
-0.88331838,-0.85482350
-0.88299838,-0.80196540
-0.88267838,-0.74910740
-0.88235838,-0.69624920
-0.88203838,-0.62581250
-0.88171838,-0.55531480
-0.88139838,-0.46723840
-0.88107838,-0.37910090
-0.88075838,-0.29102450
-0.88043838,-0.20294810
-0.88011838,-0.11481060
-0.87979838,-0.00909452
-0.87947838,0.07892086
-0.87915838,0.18463700
-0.87883838,0.27277440
-0.87851838,0.36085090
-0.87819838,0.44892730
-0.87787838,0.53706470
-0.87755838,0.62514110
-0.87723838,0.69563890
-0.87691838,0.76607560
-0.87659838,0.81893370
-0.87627838,0.87179170
-0.87595838,0.90707110
-0.87563838,0.94228950
-0.87531838,0.97750780
-0.87499838,0.97750780
-0.87467838,0.99514760
-0.87435838,0.97750780
-0.87403838,0.97750780
-0.87371838,0.94228950
-0.87339838,0.90707110
-0.87307838,0.87179170
-0.87275838,0.81893370
-0.87243838,0.76607560
-0.87211838,0.67799920
-0.87179838,0.62514110
-0.87147838,0.51942500
-0.87115838,0.44892730
-0.87083838,0.34321110
-0.87051838,0.25513470
-0.87019838,0.14941860
-0.86987838,0.06134221
-0.86955838,-0.06195258
-0.86923838,-0.15009000
-0.86891838,-0.25580610
-0.86859838,-0.36152230
-0.86827838,-0.44959870
-0.86795838,-0.53767510
-0.86763838,-0.62581250
-0.86731838,-0.71388900
-0.86699838,-0.78438680
-0.86667838,-0.85482350
-0.86635838,-0.90768150
-0.86603838,-0.96053960
-0.86571838,-0.99581900
-0.86539838,-1.03103700
-0.86507838,-1.03103700
-0.86475838,-1.04867700
-0.86443838,-1.04867700
-0.86411838,-1.04867700
-0.86379838,-1.01339800
-0.86347838,-0.99581900
-0.86315838,-0.92532120
