Время,Канал A
(mс),(В)

-1.00074324,-0.34388260
-1.00042324,-0.22052680
-1.00010324,-0.09723197
-0.99978324,0.04376354
-0.99946324,0.16705830
-0.99914324,0.30799280
-0.99882324,0.43134860
-0.99850324,0.55464340
-0.99818324,0.67799920
-0.99786324,0.78371530
-0.99754324,0.88943140
-0.99722324,0.97750780
-0.99690324,1.06564500
-0.99658324,1.15372200
-0.99626324,1.20658000
-0.99594324,1.25943800
-0.99562324,1.29471700
-0.99530324,1.32993600
-0.99498324,1.32993600
-0.99466324,1.32993600
-0.99434324,1.31229600
-0.99402324,1.29471700
-0.99370324,1.25943800
-0.99338324,1.18900100
-0.99306324,1.13608200
-0.99274324,1.04800600
-0.99242324,0.97750780
-0.99210324,0.87179170
-0.99178324,0.76607560
-0.99146324,0.64278080
-0.99114324,0.51942500
-0.99082324,0.41370890
-0.99050324,0.27277440
-0.99018324,0.13177890
-0.98986324,-0.00909452
-0.98954324,-0.15009000
-0.98922324,-0.27338480
-0.98890324,-0.41438030
-0.98858324,-0.53767510
-0.98826324,-0.66103090
-0.98794324,-0.78438680
-0.98762324,-0.89010290
-0.98730324,-0.99581900
-0.98698324,-1.06631700
-0.98666324,-1.15439300
-0.98634324,-1.22489100
-0.98602324,-1.27774900
-0.98570324,-1.33060700
-0.98538324,-1.34818600
-0.98506324,-1.36582500
-0.98474324,-1.36582500
-0.98442324,-1.36582500
-0.98410324,-1.34818600
-0.98378324,-1.29532800
-0.98346324,-1.24247000
-0.98314324,-1.18961200
-0.98282324,-1.10153500
-0.98250324,-1.01339800
-0.98218324,-0.92532120
-0.98186324,-0.80196540
-0.98154324,-0.69624920
-0.98122324,-0.55531480
-0.98090324,-0.43195900
-0.98058324,-0.29102450
-0.98026324,-0.16766870
-0.97994324,-0.00909452
-0.97962324,0.11420030
-0.97930324,0.25513470
-0.97898324,0.39606920
-0.97866324,0.53706470
-0.97834324,0.66035950
-0.97802324,0.78371530
-0.97770324,0.88943140
-0.97738324,0.99514760
-0.97706324,1.10086400
-0.97674324,1.17136100
-0.97642324,1.25943800
-0.97610324,1.31229600
-0.97578324,1.36515400
-0.97546324,1.40043300
-0.97514324,1.40043300
-0.97482324,1.41801200
-0.97450324,1.40043300
-0.97418324,1.40043300
-0.97386324,1.34757500
-0.97354324,1.29471700
-0.97322324,1.24185900
-0.97290324,1.17136100
-0.97258324,1.06564500
-0.97226324,0.97750780
-0.97194324,0.87179170
-0.97162324,0.74849690
-0.97130324,0.62514110
-0.97098324,0.48420670
-0.97066324,0.34321110
-0.97034324,0.20227670
-0.97002324,0.06134221
-0.96970324,-0.07959227
-0.96938324,-0.22052680
-0.96906324,-0.36152230
-0.96874324,-0.50245670
-0.96842324,-0.64339120
-0.96810324,-0.76674710
-0.96778324,-0.89010290
-0.96746324,-0.99581900
-0.96714324,-1.08389500
-0.96682324,-1.17203300
-0.96650324,-1.26010900
-0.96618324,-1.31296700
-0.96586324,-1.36582500
-0.96554324,-1.41868300
-0.96522324,-1.43632300
-0.96490324,-1.45390200
-0.96458324,-1.43632300
-0.96426324,-1.41868300
-0.96394324,-1.38346500
-0.96362324,-1.33060700
-0.96330324,-1.27774900
-0.96298324,-1.20725100
-0.96266324,-1.10153500
-0.96234324,-1.01339800
-0.96202324,-0.90768150
-0.96170324,-0.78438680
-0.96138324,-0.66103090
-0.96106324,-0.53767510
-0.96074324,-0.37910090
-0.96042324,-0.23816650
-0.96010324,-0.09723197
-0.95978324,0.04376354
-0.95946324,0.20227670
-0.95914324,0.34321110
-0.95882324,0.48420670
-0.95850324,0.60750140
-0.95818324,0.74849690
-0.95786324,0.87179170
-0.95754324,0.97750780
-0.95722324,1.10086400
-0.95690324,1.18900100
-0.95658324,1.27707800
-0.95626324,1.32993600
-0.95594324,1.40043300
-0.95562324,1.43565200
-0.95530324,1.45329100
-0.95498324,1.47087000
-0.95466324,1.47087000
-0.95434324,1.45329100
-0.95402324,1.41801200
-0.95370324,1.38279400
-0.95338324,1.32993600
-0.95306324,1.24185900
-0.95274324,1.15372200
-0.95242324,1.04800600
-0.95210324,0.95992920
-0.95178324,0.83657340
-0.95146324,0.69563890
-0.95114324,0.57228310
-0.95082324,0.43134860
-0.95050324,0.29035310
-0.95018324,0.13177890
-0.94986324,-0.00909452
-0.94954324,-0.15009000
-0.94922324,-0.29102450
-0.94890324,-0.44959870
-0.94858324,-0.57295450
-0.94826324,-0.71388900
-0.94794324,-0.83724480
-0.94762324,-0.97817930
-0.94730324,-1.06631700
-0.94698324,-1.17203300
-0.94666324,-1.26010900
-0.94634324,-1.33060700
-0.94602324,-1.38346500
-0.94570324,-1.41868300
-0.94538324,-1.47154200
-0.94506324,-1.48918100
-0.94474324,-1.48918100
-0.94442324,-1.47154200
-0.94410324,-1.43632300
-0.94378324,-1.40104400
-0.94346324,-1.33060700
-0.94314324,-1.27774900
-0.94282324,-1.18961200
-0.94250324,-1.08389500
-0.94218324,-0.97817930
-0.94186324,-0.85482350
-0.94154324,-0.74910740
-0.94122324,-0.60817280
-0.94090324,-0.46723840
-0.94058324,-0.32624290
-0.94026324,-0.18530840
-0.93994324,-0.00909452
-0.93962324,0.11420030
-0.93930324,0.27277440
-0.93898324,0.43134860
-0.93866324,0.55464340
-0.93834324,0.69563890
-0.93802324,0.83657340
-0.93770324,0.94228950
-0.93738324,1.04800600
-0.93706324,1.17136100
-0.93674324,1.25943800
-0.93642324,1.32993600
-0.93610324,1.38279400
-0.93578324,1.43565200
-0.93546324,1.47087000
-0.93514324,1.48851000
-0.93482324,1.48851000
-0.93450324,1.48851000
-0.93418324,1.45329100
-0.93386324,1.41801200
-0.93354324,1.36515400
-0.93322324,1.31229600
-0.93290324,1.20658000
-0.93258324,1.11850300
-0.93226324,1.01278700
-0.93194324,0.90707110
-0.93162324,0.78371530
-0.93130324,0.66035950
-0.93098324,0.50178530
-0.93066324,0.36085090
-0.93034324,0.21991640
-0.93002324,0.06134221
-0.92970324,-0.07959227
-0.92938324,-0.22052680
-0.92906324,-0.36152230
-0.92874324,-0.52009640
-0.92842324,-0.66103090
-0.92810324,-0.78438680
-0.92778324,-0.92532120
-0.92746324,-1.03103700
-0.92714324,-1.13675300
-0.92682324,-1.22489100
-0.92650324,-1.31296700
-0.92618324,-1.36582500
-0.92586324,-1.41868300
-0.92554324,-1.47154200
-0.92522324,-1.48918100
-0.92490324,-1.48918100
-0.92458324,-1.48918100
-0.92426324,-1.47154200
-0.92394324,-1.41868300
-0.92362324,-1.36582500
-0.92330324,-1.31296700
-0.92298324,-1.22489100
-0.92266324,-1.13675300
-0.92234324,-1.03103700
-0.92202324,-0.92532120
-0.92170324,-0.80196540
-0.92138324,-0.67867060
-0.92106324,-0.53767510
-0.92074324,-0.39674060
-0.92042324,-0.25580610
-0.92010324,-0.09723197
-0.91978324,0.04376354
-0.91946324,0.20227670
-0.91914324,0.34321110
-0.91882324,0.48420670
-0.91850324,0.62514110
-0.91818324,0.76607560
-0.91786324,0.88943140
-0.91754324,0.99514760
-0.91722324,1.11850300
-0.91690324,1.20658000
-0.91658324,1.29471700
-0.91626324,1.34757500
-0.91594324,1.40043300
-0.91562324,1.45329100
-0.91530324,1.47087000
-0.91498324,1.48851000
-0.91466324,1.48851000
-0.91434324,1.47087000
-0.91402324,1.43565200
-0.91370324,1.40043300
-0.91338324,1.32993600
-0.91306324,1.25943800
-0.91274324,1.17136100
-0.91242324,1.06564500
-0.91210324,0.95992920
-0.91178324,0.83657340
-0.91146324,0.71321760
-0.91114324,0.57228310
-0.91082324,0.43134860
-0.91050324,0.29035310
-0.91018324,0.13177890
-0.90986324,-0.00909452
-0.90954324,-0.16766870
-0.90922324,-0.29102450
-0.90890324,-0.44959870
-0.90858324,-0.57295450
-0.90826324,-0.71388900
-0.90794324,-0.85482350
-0.90762324,-0.96053960
-0.90730324,-1.06631700
-0.90698324,-1.17203300
-0.90666324,-1.26010900
-0.90634324,-1.31296700
-0.90602324,-1.38346500
-0.90570324,-1.41868300
-0.90538324,-1.45390200
-0.90506324,-1.47154200
-0.90474324,-1.47154200
-0.90442324,-1.45390200
-0.90410324,-1.41868300
-0.90378324,-1.38346500
-0.90346324,-1.33060700
-0.90314324,-1.26010900
-0.90282324,-1.17203300
-0.90250324,-1.06631700
-0.90218324,-0.97817930
-0.90186324,-0.85482350
-0.90154324,-0.73152870
-0.90122324,-0.59053310
-0.90090324,-0.46723840
-0.90058324,-0.32624290
-0.90026324,-0.16766870
-0.89994324,-0.02673421
-0.89962324,0.11420030
-0.89930324,0.27277440
-0.89898324,0.41370890
-0.89866324,0.55464340
-0.89834324,0.69563890
-0.89802324,0.80135500
-0.89770324,0.92464980
-0.89738324,1.03036600
-0.89706324,1.11850300
-0.89674324,1.20658000
-0.89642324,1.29471700
-0.89610324,1.34757500
-0.89578324,1.40043300
-0.89546324,1.43565200
-0.89514324,1.45329100
-0.89482324,1.45329100
-0.89450324,1.43565200
-0.89418324,1.41801200
-0.89386324,1.38279400
-0.89354324,1.32993600
-0.89322324,1.25943800
-0.89290324,1.18900100
-0.89258324,1.08322400
-0.89226324,0.97750780
-0.89194324,0.87179170
-0.89162324,0.76607560
-0.89130324,0.62514110
-0.89098324,0.48420670
-0.89066324,0.34321110
-0.89034324,0.20227670
-0.89002324,0.06134221
-0.88970324,-0.07959227
-0.88938324,-0.22052680
-0.88906324,-0.36152230
-0.88874324,-0.50245670
-0.88842324,-0.64339120
-0.88810324,-0.76674710
-0.88778324,-0.87246320
-0.88746324,-0.99581900
-0.88714324,-1.08389500
-0.88682324,-1.17203300
-0.88650324,-1.24247000
-0.88618324,-1.31296700
-0.88586324,-1.34818600
-0.88554324,-1.38346500
-0.88522324,-1.41868300
-0.88490324,-1.41868300
-0.88458324,-1.41868300
-0.88426324,-1.38346500
-0.88394324,-1.34818600
-0.88362324,-1.29532800
-0.88330324,-1.24247000
-0.88298324,-1.17203300
-0.88266324,-1.08389500
-0.88234324,-0.99581900
-0.88202324,-0.87246320
-0.88170324,-0.76674710
-0.88138324,-0.64339120
-0.88106324,-0.50245670
-0.88074324,-0.36152230
-0.88042324,-0.23816650
-0.88010324,-0.09723197
-0.87978324,0.04376354
-0.87946324,0.18463700
-0.87914324,0.32563250
-0.87882324,0.46656700
-0.87850324,0.58992280
-0.87818324,0.71321760
-0.87786324,0.83657340
-0.87754324,0.94228950
-0.87722324,1.03036600
-0.87690324,1.11850300
-0.87658324,1.20658000
-0.87626324,1.25943800
-0.87594324,1.32993600
-0.87562324,1.34757500
-0.87530324,1.38279400
-0.87498324,1.40043300
-0.87466324,1.38279400
-0.87434324,1.36515400
-0.87402324,1.32993600
-0.87370324,1.29471700
-0.87338324,1.22421900
-0.87306324,1.15372200
-0.87274324,1.08322400
-0.87242324,0.97750780
-0.87210324,0.88943140
-0.87178324,0.76607560
-0.87146324,0.66035950
-0.87114324,0.51942500
-0.87082324,0.41370890
-0.87050324,0.27277440
-0.87018324,0.13177890
-0.86986324,-0.00909452
-0.86954324,-0.15009000
-0.86922324,-0.27338480
-0.86890324,-0.41438030
-0.86858324,-0.53767510
-0.86826324,-0.66103090
-0.86794324,-0.78438680
-0.86762324,-0.89010290
-0.86730324,-0.97817930
-0.86698324,-1.06631700
-0.86666324,-1.13675300
-0.86634324,-1.20725100
-0.86602324,-1.26010900
-0.86570324,-1.29532800
-0.86538324,-1.33060700
-0.86506324,-1.34818600
-0.86474324,-1.34818600
-0.86442324,-1.31296700
-0.86410324,-1.29532800
-0.86378324,-1.26010900
-0.86346324,-1.20725100
-0.86314324,-1.13675300
