Время,Канал A
(mс),(В)

-1.00081274,-0.18530840
-1.00049274,-0.11481060
-1.00017274,-0.07959227
-0.99985274,-0.02673421
-0.99953274,0.02612384
-0.99921274,0.07892086
-0.99889274,0.13177890
-0.99857274,0.18463700
-0.99825274,0.21991640
-0.99793274,0.27277440
-0.99761274,0.30799280
-0.99729274,0.34321110
-0.99697274,0.39606920
-0.99665274,0.41370890
-0.99633274,0.44892730
-0.99601274,0.46656700
-0.99569274,0.48420670
-0.99537274,0.50178530
-0.99505274,0.50178530
-0.99473274,0.51942500
-0.99441274,0.50178530
-0.99409274,0.50178530
-0.99377274,0.48420670
-0.99345274,0.48420670
-0.99313274,0.44892730
-0.99281274,0.43134860
-0.99249274,0.39606920
-0.99217274,0.36085090
-0.99185274,0.32563250
-0.99153274,0.27277440
-0.99121274,0.25513470
-0.99089274,0.20227670
-0.99057274,0.14941860
-0.99025274,0.09656057
-0.98993274,0.04376354
-0.98961274,-0.00909452
-0.98929274,-0.06195258
-0.98897274,-0.11481060
-0.98865274,-0.15009000
-0.98833274,-0.20294810
-0.98801274,-0.23816650
-0.98769274,-0.29102450
-0.98737274,-0.32624290
-0.98705274,-0.36152230
-0.98673274,-0.39674060
-0.98641274,-0.43195900
-0.98609274,-0.44959870
-0.98577274,-0.46723840
-0.98545274,-0.48481700
-0.98513274,-0.48481700
-0.98481274,-0.50245670
-0.98449274,-0.50245670
-0.98417274,-0.48481700
-0.98385274,-0.46723840
-0.98353274,-0.46723840
-0.98321274,-0.44959870
-0.98289274,-0.41438030
-0.98257274,-0.39674060
-0.98225274,-0.36152230
-0.98193274,-0.32624290
-0.98161274,-0.27338480
-0.98129274,-0.23816650
-0.98097274,-0.18530840
-0.98065274,-0.15009000
-0.98033274,-0.09723197
-0.98001274,-0.04437391
-0.97969274,0.00848415
-0.97937274,0.04376354
-0.97905274,0.09656057
-0.97873274,0.14941860
-0.97841274,0.20227670
-0.97809274,0.23749500
-0.97777274,0.29035310
-0.97745274,0.32563250
-0.97713274,0.36085090
-0.97681274,0.39606920
-0.97649274,0.41370890
-0.97617274,0.44892730
-0.97585274,0.46656700
-0.97553274,0.48420670
-0.97521274,0.48420670
-0.97489274,0.48420670
-0.97457274,0.50178530
-0.97425274,0.48420670
-0.97393274,0.48420670
-0.97361274,0.48420670
-0.97329274,0.44892730
-0.97297274,0.43134860
-0.97265274,0.39606920
-0.97233274,0.37849060
-0.97201274,0.34321110
-0.97169274,0.30799280
-0.97137274,0.25513470
-0.97105274,0.21991640
-0.97073274,0.16705830
-0.97041274,0.13177890
-0.97009274,0.06134221
-0.96977274,0.02612384
-0.96945274,-0.02673421
-0.96913274,-0.07959227
-0.96881274,-0.13245030
-0.96849274,-0.16766870
-0.96817274,-0.22052680
-0.96785274,-0.25580610
-0.96753274,-0.30866420
-0.96721274,-0.34388260
-0.96689274,-0.37910090
-0.96657274,-0.41438030
-0.96625274,-0.43195900
-0.96593274,-0.44959870
-0.96561274,-0.48481700
-0.96529274,-0.48481700
-0.96497274,-0.50245670
-0.96465274,-0.50245670
-0.96433274,-0.50245670
-0.96401274,-0.48481700
-0.96369274,-0.48481700
-0.96337274,-0.44959870
-0.96305274,-0.43195900
-0.96273274,-0.41438030
-0.96241274,-0.37910090
-0.96209274,-0.34388260
-0.96177274,-0.30866420
-0.96145274,-0.25580610
-0.96113274,-0.22052680
-0.96081274,-0.18530840
-0.96049274,-0.13245030
-0.96017274,-0.07959227
-0.95985274,-0.02673421
-0.95953274,0.02612384
-0.95921274,0.07892086
-0.95889274,0.13177890
-0.95857274,0.18463700
-0.95825274,0.23749500
-0.95793274,0.27277440
-0.95761274,0.32563250
-0.95729274,0.34321110
-0.95697274,0.37849060
-0.95665274,0.41370890
-0.95633274,0.44892730
-0.95601274,0.48420670
-0.95569274,0.48420670
-0.95537274,0.50178530
-0.95505274,0.51942500
-0.95473274,0.51942500
-0.95441274,0.51942500
-0.95409274,0.51942500
-0.95377274,0.50178530
-0.95345274,0.48420670
-0.95313274,0.46656700
-0.95281274,0.44892730
-0.95249274,0.41370890
-0.95217274,0.37849060
-0.95185274,0.34321110
-0.95153274,0.29035310
-0.95121274,0.25513470
-0.95089274,0.20227670
-0.95057274,0.14941860
-0.95025274,0.09656057
-0.94993274,0.04376354
-0.94961274,-0.00909452
-0.94929274,-0.06195258
-0.94897274,-0.09723197
-0.94865274,-0.16766870
-0.94833274,-0.22052680
-0.94801274,-0.27338480
-0.94769274,-0.29102450
-0.94737274,-0.36152230
-0.94705274,-0.37910090
-0.94673274,-0.43195900
-0.94641274,-0.46723840
-0.94609274,-0.48481700
-0.94577274,-0.50245670
-0.94545274,-0.52009640
-0.94513274,-0.53767510
-0.94481274,-0.55531480
-0.94449274,-0.55531480
-0.94417274,-0.52009640
-0.94385274,-0.52009640
-0.94353274,-0.50245670
-0.94321274,-0.48481700
-0.94289274,-0.46723840
-0.94257274,-0.43195900
-0.94225274,-0.39674060
-0.94193274,-0.36152230
-0.94161274,-0.30866420
-0.94129274,-0.27338480
-0.94097274,-0.22052680
-0.94065274,-0.16766870
-0.94033274,-0.11481060
-0.94001274,-0.06195258
-0.93969274,-0.00909452
-0.93937274,0.06134221
-0.93905274,0.11420030
-0.93873274,0.16705830
-0.93841274,0.21991640
-0.93809274,0.27277440
-0.93777274,0.32563250
-0.93745274,0.36085090
-0.93713274,0.39606920
-0.93681274,0.44892730
-0.93649274,0.48420670
-0.93617274,0.50178530
-0.93585274,0.53706470
-0.93553274,0.55464340
-0.93521274,0.57228310
-0.93489274,0.57228310
-0.93457274,0.57228310
-0.93425274,0.57228310
-0.93393274,0.57228310
-0.93361274,0.53706470
-0.93329274,0.53706470
-0.93297274,0.50178530
-0.93265274,0.46656700
-0.93233274,0.43134860
-0.93201274,0.39606920
-0.93169274,0.34321110
-0.93137274,0.29035310
-0.93105274,0.25513470
-0.93073274,0.20227670
-0.93041274,0.13177890
-0.93009274,0.07892086
-0.92977274,0.02612384
-0.92945274,-0.02673421
-0.92913274,-0.09723197
-0.92881274,-0.15009000
-0.92849274,-0.22052680
-0.92817274,-0.27338480
-0.92785274,-0.32624290
-0.92753274,-0.36152230
-0.92721274,-0.41438030
-0.92689274,-0.44959870
-0.92657274,-0.50245670
-0.92625274,-0.52009640
-0.92593274,-0.55531480
-0.92561274,-0.57295450
-0.92529274,-0.59053310
-0.92497274,-0.59053310
-0.92465274,-0.60817280
-0.92433274,-0.59053310
-0.92401274,-0.59053310
-0.92369274,-0.57295450
-0.92337274,-0.55531480
-0.92305274,-0.53767510
-0.92273274,-0.50245670
-0.92241274,-0.46723840
-0.92209274,-0.43195900
-0.92177274,-0.37910090
-0.92145274,-0.32624290
-0.92113274,-0.27338480
-0.92081274,-0.22052680
-0.92049274,-0.15009000
-0.92017274,-0.09723197
-0.91985274,-0.02673421
-0.91953274,0.02612384
-0.91921274,0.07892086
-0.91889274,0.16705830
-0.91857274,0.21991640
-0.91825274,0.27277440
-0.91793274,0.32563250
-0.91761274,0.37849060
-0.91729274,0.43134860
-0.91697274,0.48420670
-0.91665274,0.51942500
-0.91633274,0.55464340
-0.91601274,0.58992280
-0.91569274,0.62514110
-0.91537274,0.62514110
-0.91505274,0.64278080
-0.91473274,0.66035950
-0.91441274,0.64278080
-0.91409274,0.64278080
-0.91377274,0.62514110
-0.91345274,0.62514110
-0.91313274,0.58992280
-0.91281274,0.55464340
-0.91249274,0.51942500
-0.91217274,0.46656700
-0.91185274,0.41370890
-0.91153274,0.36085090
-0.91121274,0.30799280
-0.91089274,0.25513470
-0.91057274,0.20227670
-0.91025274,0.11420030
-0.90993274,0.06134221
-0.90961274,-0.00909452
-0.90929274,-0.07959227
-0.90897274,-0.15009000
-0.90865274,-0.22052680
-0.90833274,-0.27338480
-0.90801274,-0.34388260
-0.90769274,-0.39674060
-0.90737274,-0.44959870
-0.90705274,-0.50245670
-0.90673274,-0.53767510
-0.90641274,-0.59053310
-0.90609274,-0.62581250
-0.90577274,-0.64339120
-0.90545274,-0.67867060
-0.90513274,-0.67867060
-0.90481274,-0.69624920
-0.90449274,-0.69624920
-0.90417274,-0.69624920
-0.90385274,-0.67867060
-0.90353274,-0.66103090
-0.90321274,-0.62581250
-0.90289274,-0.59053310
-0.90257274,-0.55531480
-0.90225274,-0.50245670
-0.90193274,-0.46723840
-0.90161274,-0.41438030
-0.90129274,-0.34388260
-0.90097274,-0.29102450
-0.90065274,-0.22052680
-0.90033274,-0.15009000
-0.90001274,-0.07959227
-0.89969274,-0.00909452
-0.89937274,0.06134221
-0.89905274,0.13177890
-0.89873274,0.21991640
-0.89841274,0.27277440
-0.89809274,0.34321110
-0.89777274,0.41370890
-0.89745274,0.46656700
-0.89713274,0.53706470
-0.89681274,0.57228310
-0.89649274,0.62514110
-0.89617274,0.66035950
-0.89585274,0.69563890
-0.89553274,0.71321760
-0.89521274,0.74849690
-0.89489274,0.76607560
-0.89457274,0.76607560
-0.89425274,0.76607560
-0.89393274,0.74849690
-0.89361274,0.71321760
-0.89329274,0.69563890
-0.89297274,0.66035950
-0.89265274,0.62514110
-0.89233274,0.55464340
-0.89201274,0.51942500
-0.89169274,0.44892730
-0.89137274,0.39606920
-0.89105274,0.32563250
-0.89073274,0.25513470
-0.89041274,0.18463700
-0.89009274,0.09656057
-0.88977274,0.02612384
-0.88945274,-0.04437391
-0.88913274,-0.13245030
-0.88881274,-0.20294810
-0.88849274,-0.27338480
-0.88817274,-0.36152230
-0.88785274,-0.41438030
-0.88753274,-0.50245670
-0.88721274,-0.55531480
-0.88689274,-0.60817280
-0.88657274,-0.64339120
-0.88625274,-0.71388900
-0.88593274,-0.73152870
-0.88561274,-0.78438680
-0.88529274,-0.80196540
-0.88497274,-0.80196540
-0.88465274,-0.80196540
-0.88433274,-0.80196540
-0.88401274,-0.78438680
-0.88369274,-0.78438680
-0.88337274,-0.73152870
-0.88305274,-0.71388900
-0.88273274,-0.66103090
-0.88241274,-0.62581250
-0.88209274,-0.55531480
-0.88177274,-0.50245670
-0.88145274,-0.43195900
-0.88113274,-0.36152230
-0.88081274,-0.29102450
-0.88049274,-0.20294810
-0.88017274,-0.13245030
-0.87985274,-0.04437391
-0.87953274,0.04376354
-0.87921274,0.13177890
-0.87889274,0.20227670
-0.87857274,0.29035310
-0.87825274,0.36085090
-0.87793274,0.43134860
-0.87761274,0.51942500
-0.87729274,0.58992280
-0.87697274,0.64278080
-0.87665274,0.69563890
-0.87633274,0.76607560
-0.87601274,0.78371530
-0.87569274,0.81893370
-0.87537274,0.83657340
-0.87505274,0.87179170
-0.87473274,0.87179170
-0.87441274,0.87179170
-0.87409274,0.85421310
-0.87377274,0.83657340
-0.87345274,0.81893370
-0.87313274,0.78371530
-0.87281274,0.73085730
-0.87249274,0.67799920
-0.87217274,0.62514110
-0.87185274,0.55464340
-0.87153274,0.48420670
-0.87121274,0.41370890
-0.87089274,0.34321110
-0.87057274,0.25513470
-0.87025274,0.16705830
-0.86993274,0.07892086
-0.86961274,-0.02673421
-0.86929274,-0.09723197
-0.86897274,-0.20294810
-0.86865274,-0.29102450
-0.86833274,-0.36152230
-0.86801274,-0.44959870
-0.86769274,-0.52009640
-0.86737274,-0.59053310
-0.86705274,-0.66103090
-0.86673274,-0.71388900
-0.86641274,-0.78438680
-0.86609274,-0.81960510
-0.86577274,-0.85482350
-0.86545274,-0.89010290
-0.86513274,-0.92532120
-0.86481274,-0.92532120
-0.86449274,-0.92532120
-0.86417274,-0.92532120
-0.86385274,-0.90768150
-0.86353274,-0.87246320
-0.86321274,-0.83724480
