Время,Канал A
(mс),(В)

-1.00078934,-0.37910090
-1.00046934,-0.23816650
-1.00014934,-0.09723197
-0.99982934,0.04376354
-0.99950934,0.18463700
-0.99918934,0.32563250
-0.99886934,0.44892730
-0.99854934,0.57228310
-0.99822934,0.69563890
-0.99790934,0.81893370
-0.99758934,0.92464980
-0.99726934,1.03036600
-0.99694934,1.11850300
-0.99662934,1.18900100
-0.99630934,1.25943800
-0.99598934,1.31229600
-0.99566934,1.36515400
-0.99534934,1.38279400
-0.99502934,1.40043300
-0.99470934,1.38279400
-0.99438934,1.36515400
-0.99406934,1.32993600
-0.99374934,1.29471700
-0.99342934,1.24185900
-0.99310934,1.17136100
-0.99278934,1.10086400
-0.99246934,0.99514760
-0.99214934,0.90707110
-0.99182934,0.80135500
-0.99150934,0.66035950
-0.99118934,0.55464340
-0.99086934,0.41370890
-0.99054934,0.27277440
-0.99022934,0.14941860
-0.98990934,0.00848415
-0.98958934,-0.13245030
-0.98926934,-0.27338480
-0.98894934,-0.39674060
-0.98862934,-0.52009640
-0.98830934,-0.64339120
-0.98798934,-0.76674710
-0.98766934,-0.87246320
-0.98734934,-0.97817930
-0.98702934,-1.04867700
-0.98670934,-1.13675300
-0.98638934,-1.20725100
-0.98606934,-1.26010900
-0.98574934,-1.29532800
-0.98542934,-1.31296700
-0.98510934,-1.33060700
-0.98478934,-1.33060700
-0.98446934,-1.33060700
-0.98414934,-1.29532800
-0.98382934,-1.26010900
-0.98350934,-1.22489100
-0.98318934,-1.13675300
-0.98286934,-1.06631700
-0.98254934,-0.97817930
-0.98222934,-0.87246320
-0.98190934,-0.78438680
-0.98158934,-0.67867060
-0.98126934,-0.55531480
-0.98094934,-0.43195900
-0.98062934,-0.29102450
-0.98030934,-0.15009000
-0.97998934,-0.02673421
-0.97966934,0.09656057
-0.97934934,0.23749500
-0.97902934,0.36085090
-0.97870934,0.48420670
-0.97838934,0.60750140
-0.97806934,0.71321760
-0.97774934,0.81893370
-0.97742934,0.92464980
-0.97710934,0.99514760
-0.97678934,1.08322400
-0.97646934,1.15372200
-0.97614934,1.20658000
-0.97582934,1.24185900
-0.97550934,1.27707800
-0.97518934,1.29471700
-0.97486934,1.31229600
-0.97454934,1.27707800
-0.97422934,1.25943800
-0.97390934,1.24185900
-0.97358934,1.18900100
-0.97326934,1.11850300
-0.97294934,1.04800600
-0.97262934,0.97750780
-0.97230934,0.88943140
-0.97198934,0.78371530
-0.97166934,0.67799920
-0.97134934,0.55464340
-0.97102934,0.44892730
-0.97070934,0.32563250
-0.97038934,0.20227670
-0.97006934,0.06134221
-0.96974934,-0.06195258
-0.96942934,-0.18530840
-0.96910934,-0.30866420
-0.96878934,-0.43195900
-0.96846934,-0.53767510
-0.96814934,-0.66103090
-0.96782934,-0.76674710
-0.96750934,-0.85482350
-0.96718934,-0.94296090
-0.96686934,-1.03103700
-0.96654934,-1.10153500
-0.96622934,-1.13675300
-0.96590934,-1.18961200
-0.96558934,-1.20725100
-0.96526934,-1.24247000
-0.96494934,-1.22489100
-0.96462934,-1.24247000
-0.96430934,-1.20725100
-0.96398934,-1.18961200
-0.96366934,-1.13675300
-0.96334934,-1.08389500
-0.96302934,-1.03103700
-0.96270934,-0.94296090
-0.96238934,-0.85482350
-0.96206934,-0.76674710
-0.96174934,-0.67867060
-0.96142934,-0.55531480
-0.96110934,-0.44959870
-0.96078934,-0.32624290
-0.96046934,-0.20294810
-0.96014934,-0.09723197
-0.95982934,0.02612384
-0.95950934,0.14941860
-0.95918934,0.27277440
-0.95886934,0.39606920
-0.95854934,0.50178530
-0.95822934,0.60750140
-0.95790934,0.71321760
-0.95758934,0.80135500
-0.95726934,0.90707110
-0.95694934,0.97750780
-0.95662934,1.03036600
-0.95630934,1.08322400
-0.95598934,1.11850300
-0.95566934,1.17136100
-0.95534934,1.18900100
-0.95502934,1.18900100
-0.95470934,1.18900100
-0.95438934,1.18900100
-0.95406934,1.15372200
-0.95374934,1.11850300
-0.95342934,1.04800600
-0.95310934,0.99514760
-0.95278934,0.92464980
-0.95246934,0.83657340
-0.95214934,0.76607560
-0.95182934,0.67799920
-0.95150934,0.57228310
-0.95118934,0.46656700
-0.95086934,0.34321110
-0.95054934,0.23749500
-0.95022934,0.11420030
-0.94990934,0.00848415
-0.94958934,-0.11481060
-0.94926934,-0.22052680
-0.94894934,-0.34388260
-0.94862934,-0.44959870
-0.94830934,-0.53767510
-0.94798934,-0.64339120
-0.94766934,-0.74910740
-0.94734934,-0.81960510
-0.94702934,-0.89010290
-0.94670934,-0.96053960
-0.94638934,-1.01339800
-0.94606934,-1.06631700
-0.94574934,-1.08389500
-0.94542934,-1.10153500
-0.94510934,-1.11917500
-0.94478934,-1.11917500
-0.94446934,-1.10153500
-0.94414934,-1.08389500
-0.94382934,-1.06631700
-0.94350934,-1.01339800
-0.94318934,-0.96053960
-0.94286934,-0.89010290
-0.94254934,-0.81960510
-0.94222934,-0.74910740
-0.94190934,-0.66103090
-0.94158934,-0.55531480
-0.94126934,-0.44959870
-0.94094934,-0.36152230
-0.94062934,-0.23816650
-0.94030934,-0.13245030
-0.93998934,-0.00909452
-0.93966934,0.07892086
-0.93934934,0.20227670
-0.93902934,0.29035310
-0.93870934,0.41370890
-0.93838934,0.50178530
-0.93806934,0.60750140
-0.93774934,0.67799920
-0.93742934,0.76607560
-0.93710934,0.83657340
-0.93678934,0.90707110
-0.93646934,0.95992920
-0.93614934,0.99514760
-0.93582934,1.03036600
-0.93550934,1.04800600
-0.93518934,1.06564500
-0.93486934,1.06564500
-0.93454934,1.06564500
-0.93422934,1.03036600
-0.93390934,1.01278700
-0.93358934,0.97750780
-0.93326934,0.92464980
-0.93294934,0.87179170
-0.93262934,0.80135500
-0.93230934,0.71321760
-0.93198934,0.64278080
-0.93166934,0.55464340
-0.93134934,0.46656700
-0.93102934,0.36085090
-0.93070934,0.27277440
-0.93038934,0.14941860
-0.93006934,0.06134221
-0.92974934,-0.04437391
-0.92942934,-0.15009000
-0.92910934,-0.23816650
-0.92878934,-0.34388260
-0.92846934,-0.44959870
-0.92814934,-0.53767510
-0.92782934,-0.62581250
-0.92750934,-0.69624920
-0.92718934,-0.76674710
-0.92686934,-0.81960510
-0.92654934,-0.87246320
-0.92622934,-0.92532120
-0.92590934,-0.96053960
-0.92558934,-0.99581900
-0.92526934,-0.99581900
-0.92494934,-0.99581900
-0.92462934,-0.99581900
-0.92430934,-0.97817930
-0.92398934,-0.96053960
-0.92366934,-0.92532120
-0.92334934,-0.87246320
-0.92302934,-0.81960510
-0.92270934,-0.76674710
-0.92238934,-0.69624920
-0.92206934,-0.62581250
-0.92174934,-0.53767510
-0.92142934,-0.44959870
-0.92110934,-0.36152230
-0.92078934,-0.25580610
-0.92046934,-0.16766870
-0.92014934,-0.07959227
-0.91982934,0.02612384
-0.91950934,0.11420030
-0.91918934,0.21991640
-0.91886934,0.30799280
-0.91854934,0.41370890
-0.91822934,0.48420670
-0.91790934,0.57228310
-0.91758934,0.64278080
-0.91726934,0.69563890
-0.91694934,0.76607560
-0.91662934,0.81893370
-0.91630934,0.87179170
-0.91598934,0.90707110
-0.91566934,0.92464980
-0.91534934,0.94228950
-0.91502934,0.95992920
-0.91470934,0.94228950
-0.91438934,0.92464980
-0.91406934,0.90707110
-0.91374934,0.87179170
-0.91342934,0.83657340
-0.91310934,0.80135500
-0.91278934,0.74849690
-0.91246934,0.66035950
-0.91214934,0.60750140
-0.91182934,0.53706470
-0.91150934,0.44892730
-0.91118934,0.36085090
-0.91086934,0.27277440
-0.91054934,0.20227670
-0.91022934,0.09656057
-0.90990934,-0.00909452
-0.90958934,-0.07959227
-0.90926934,-0.16766870
-0.90894934,-0.25580610
-0.90862934,-0.34388260
-0.90830934,-0.43195900
-0.90798934,-0.50245670
-0.90766934,-0.57295450
-0.90734934,-0.64339120
-0.90702934,-0.69624920
-0.90670934,-0.74910740
-0.90638934,-0.78438680
-0.90606934,-0.81960510
-0.90574934,-0.85482350
-0.90542934,-0.87246320
-0.90510934,-0.87246320
-0.90478934,-0.87246320
-0.90446934,-0.87246320
-0.90414934,-0.85482350
-0.90382934,-0.81960510
-0.90350934,-0.78438680
-0.90318934,-0.74910740
-0.90286934,-0.69624920
-0.90254934,-0.62581250
-0.90222934,-0.57295450
-0.90190934,-0.50245670
-0.90158934,-0.44959870
-0.90126934,-0.34388260
-0.90094934,-0.27338480
-0.90062934,-0.18530840
-0.90030934,-0.09723197
-0.89998934,-0.00909452
-0.89966934,0.06134221
-0.89934934,0.14941860
-0.89902934,0.23749500
-0.89870934,0.30799280
-0.89838934,0.37849060
-0.89806934,0.46656700
-0.89774934,0.53706470
-0.89742934,0.58992280
-0.89710934,0.64278080
-0.89678934,0.69563890
-0.89646934,0.73085730
-0.89614934,0.76607560
-0.89582934,0.80135500
-0.89550934,0.81893370
-0.89518934,0.81893370
-0.89486934,0.83657340
-0.89454934,0.81893370
-0.89422934,0.80135500
-0.89390934,0.76607560
-0.89358934,0.74849690
-0.89326934,0.71321760
-0.89294934,0.66035950
-0.89262934,0.62514110
-0.89230934,0.55464340
-0.89198934,0.48420670
-0.89166934,0.41370890
-0.89134934,0.36085090
-0.89102934,0.27277440
-0.89070934,0.20227670
-0.89038934,0.11420030
-0.89006934,0.04376354
-0.88974934,-0.04437391
-0.88942934,-0.11481060
-0.88910934,-0.18530840
-0.88878934,-0.27338480
-0.88846934,-0.32624290
-0.88814934,-0.41438030
-0.88782934,-0.46723840
-0.88750934,-0.53767510
-0.88718934,-0.57295450
-0.88686934,-0.64339120
-0.88654934,-0.66103090
-0.88622934,-0.71388900
-0.88590934,-0.73152870
-0.88558934,-0.74910740
-0.88526934,-0.76674710
-0.88494934,-0.76674710
-0.88462934,-0.76674710
-0.88430934,-0.73152870
-0.88398934,-0.73152870
-0.88366934,-0.69624920
-0.88334934,-0.66103090
-0.88302934,-0.62581250
-0.88270934,-0.57295450
-0.88238934,-0.52009640
-0.88206934,-0.46723840
-0.88174934,-0.41438030
-0.88142934,-0.34388260
-0.88110934,-0.27338480
-0.88078934,-0.20294810
-0.88046934,-0.11481060
-0.88014934,-0.06195258
-0.87982934,0.02612384
-0.87950934,0.09656057
-0.87918934,0.16705830
-0.87886934,0.23749500
-0.87854934,0.30799280
-0.87822934,0.37849060
-0.87790934,0.43134860
-0.87758934,0.48420670
-0.87726934,0.55464340
-0.87694934,0.58992280
-0.87662934,0.62514110
-0.87630934,0.64278080
-0.87598934,0.67799920
-0.87566934,0.69563890
-0.87534934,0.71321760
-0.87502934,0.71321760
-0.87470934,0.69563890
-0.87438934,0.69563890
-0.87406934,0.69563890
-0.87374934,0.66035950
-0.87342934,0.62514110
-0.87310934,0.58992280
-0.87278934,0.55464340
-0.87246934,0.50178530
-0.87214934,0.44892730
-0.87182934,0.39606920
-0.87150934,0.34321110
-0.87118934,0.27277440
-0.87086934,0.20227670
-0.87054934,0.13177890
-0.87022934,0.06134221
-0.86990934,0.00848415
-0.86958934,-0.07959227
-0.86926934,-0.13245030
-0.86894934,-0.20294810
-0.86862934,-0.25580610
-0.86830934,-0.32624290
-0.86798934,-0.37910090
-0.86766934,-0.43195900
-0.86734934,-0.48481700
-0.86702934,-0.52009640
-0.86670934,-0.55531480
-0.86638934,-0.59053310
-0.86606934,-0.62581250
-0.86574934,-0.64339120
-0.86542934,-0.66103090
-0.86510934,-0.66103090
-0.86478934,-0.64339120
-0.86446934,-0.64339120
-0.86414934,-0.64339120
-0.86382934,-0.62581250
-0.86350934,-0.59053310
-0.86318934,-0.55531480
